,hsa-miR-375,hsa-miR-29c*,hsa-miR-1258,hsa-miR-132*,hsa-miR-142-3p,hsa-miR-520c-3p,hsa-miR-302b,hsa-miR-204,hsa-miR-1468,hsa-miR-576-5p,hsa-miR-601,hsa-miR-609,hsa-miR-154,hsa-miR-508-3p,hsa-miR-942,hsa-miR-302d,hsa-miR-135b,hsa-miR-522,hsa-miR-488,hsa-miR-1262,hsa-miR-126*,hsa-miR-373,hsa-miR-483-3p,hsa-miR-133a,hsa-miR-190b,hsa-miR-598,hsa-miR-199b-5p,hsa-miR-1282,hsa-miR-1825,hsa-miR-130b*,hsa-miR-578,hsa-miR-520f,hsa-miR-26a-2*,hsa-miR-450a,hsa-miR-29b-1*,hsa-miR-615-3p,hsa-miR-892b,hsa-miR-1290,hsa-miR-556-3p,hsa-miR-98,hsa-miR-1238,hsa-let-7b*,hsa-miR-1299,hsa-miR-382,hsa-miR-26b*,hsa-miR-876-3p,hsa-miR-196a,hsa-miR-644,hsa-miR-1279,hsa-miR-330-5p,hsa-miR-629,hsa-miR-23a*,hsa-miR-509-3p,hsa-miR-34a,hsa-let-7f-2*,hsa-miR-581,hsa-miR-335*,hsa-miR-515-3p,hsa-miR-340*,hsa-miR-1246,hsa-miR-133b,hsa-miR-454*,hsa-miR-613,hsa-miR-302a,hsa-miR-376a*,hsa-miR-9,hsa-miR-520d-3p,hsa-miR-455-5p,hsa-miR-515-5p,hsa-miR-31*,hsa-miR-488*,hsa-miR-200a,hsa-miR-489,hsa-miR-1283,hsa-miR-566,hsa-miR-455-3p,hsa-miR-646,hsa-miR-519b-5p,hsa-miR-1245,hsa-miR-1291,hsa-miR-155*,hsa-miR-31,hsa-miR-518a-5p,hsa-miR-21*,hsa-miR-564,hsa-miR-933,hsa-miR-589,hsa-miR-545*,hsa-miR-520d-5p,hsa-miR-518d-5p,hsa-miR-96*,hsa-miR-136*,hsa-miR-491-3p,hsa-miR-568,hsa-miR-450b-5p,hsa-miR-556-5p,hsa-miR-10b*,hsa-miR-298,hsa-miR-889,hsa-miR-518d-3p,SD
GSM1512668,6.14574641314791,1.7706426373681499,6.61561122934924,4.66391926743589,5.5613325439366,1.7706426373681499,6.2820172926031,1.0,1.7706426373681499,1.0,6.950765061147011,3.77107083731226,5.5613325439366,5.347757520667559,7.09677669657004,4.66391926743589,5.347757520667559,6.381161444390661,5.19838066384462,1.0,4.66391926743589,5.19838066384462,5.884733629281241,4.66391926743589,7.5596586862931,6.72864360656034,7.029220105435161,7.656429976165639,6.8043771401001,1.0,7.09677669657004,1.0,1.0,6.8043771401001,1.0,6.14574641314791,6.14574641314791,1.7706426373681499,5.19838066384462,7.2376645262090005,6.950765061147011,6.61561122934924,6.61561122934924,5.5613325439366,5.19838066384462,6.14574641314791,6.950765061147011,6.381161444390661,1.7706426373681499,1.0,8.05260301576568,1.0,7.2376645262090005,1.0,3.77107083731226,7.48203407994536,6.14574641314791,5.884733629281241,5.884733629281241,1.0,3.77107083731226,4.66391926743589,5.5613325439366,5.5613325439366,1.0,5.02588641580559,8.478333928134541,7.5596586862931,5.748563814474269,1.0,7.029220105435161,5.884733629281241,6.14574641314791,1.0,5.884733629281241,1.7706426373681499,5.748563814474269,1.0,1.7706426373681499,6.61561122934924,1.0,4.66391926743589,4.66391926743589,4.66391926743589,1.7706426373681499,6.950765061147011,5.884733629281241,1.0,6.14574641314791,5.5613325439366,6.61561122934924,4.66391926743589,6.01650027139007,1.0,5.884733629281241,5.19838066384462,4.66391926743589,6.14574641314791,5.347757520667559,5.5613325439366,3.0
GSM1512696,5.79245069200033,1.0,1.0,1.0,1.0,5.79245069200033,6.891954520347269,5.02588641580559,1.0,2.87795006329338,4.63020378122295,6.4876791256936395,4.31221677289499,7.0746669940911,7.0746669940911,1.0,2.87795006329338,5.02588641580559,5.5412202952953695,1.0,1.0,6.4876791256936395,5.5412202952953695,2.87795006329338,6.891954520347269,7.0746669940911,7.0746669940911,6.4876791256936395,1.0,1.0,1.0,1.0,4.01640997846837,2.87795006329338,1.0,7.0746669940911,4.01640997846837,5.30645054639452,1.0,1.0,6.0354163411254795,5.79245069200033,6.25469764836796,6.0354163411254795,2.87795006329338,2.87795006329338,4.01640997846837,5.79245069200033,5.30645054639452,2.87795006329338,6.0354163411254795,1.0,5.02588641580559,1.0,6.25469764836796,8.28500213457594,6.0354163411254795,4.01640997846837,1.0,1.0,1.0,4.01640997846837,6.70791506999396,7.0746669940911,4.01640997846837,4.01640997846837,8.6821368543606,6.70791506999396,6.25469764836796,6.891954520347269,8.46607305848822,6.25469764836796,7.375372863080809,6.25469764836796,6.25469764836796,4.01640997846837,7.22628820335703,5.79245069200033,2.87795006329338,6.70791506999396,4.63020378122295,1.0,6.4876791256936395,5.30645054639452,5.02588641580559,6.4876791256936395,1.0,1.0,2.87795006329338,5.5412202952953695,7.0746669940911,4.63020378122295,4.63020378122295,5.5412202952953695,6.0354163411254795,5.02588641580559,5.02588641580559,7.375372863080809,1.0,6.70791506999396,3.0
GSM1512697,6.268843565891651,1.0,1.0,5.36395307819995,1.0,5.94718075202026,6.381161444390661,5.75449268456881,1.0,1.2007665602509,5.55859945524916,5.1411890838016,3.60496567274839,5.55859945524916,5.1411890838016,5.55859945524916,5.36395307819995,7.38382987663487,6.781262813625441,4.81959464351203,1.0,5.1411890838016,4.448969588503349,1.0,6.268843565891651,6.9095013121830595,5.75449268456881,8.964075143664381,1.2007665602509,1.0,6.133417736885231,1.0,4.81959464351203,5.1411890838016,1.0,6.781262813625441,4.81959464351203,6.781262813625441,5.94718075202026,1.0,4.448969588503349,5.94718075202026,4.448969588503349,5.94718075202026,5.55859945524916,4.448969588503349,4.448969588503349,5.75449268456881,1.0,5.1411890838016,5.36395307819995,5.94718075202026,1.0,1.0,5.94718075202026,7.22283057985279,5.94718075202026,4.448969588503349,1.0,2.8560827744393396,1.2007665602509,4.448969588503349,6.50720132339049,6.268843565891651,1.0,5.75449268456881,8.548414216893999,7.0468509054743,7.22283057985279,6.381161444390661,7.158045257111991,1.0,4.448969588503349,5.1411890838016,5.75449268456881,5.1411890838016,7.77532860232146,5.55859945524916,1.0,7.22283057985279,4.81959464351203,6.781262813625441,6.268843565891651,1.2007665602509,6.268843565891651,6.50720132339049,5.55859945524916,1.2007665602509,5.1411890838016,7.0468509054743,6.268843565891651,2.8560827744393396,1.0,6.9095013121830595,5.1411890838016,2.8560827744393396,7.0468509054743,6.65565264525082,1.0,6.781262813625441,3.0
GSM1512698,7.405295618994041,4.83615568095759,1.0,1.0,1.0,6.3954779786376905,6.818775591096999,5.35819758265674,1.0,1.0,5.72426348021829,7.22628820335703,3.3711070008226502,5.5440527981870105,6.08743755970768,4.536464840302941,4.09764051988301,6.818775591096999,7.00459403971984,1.0,5.23042232162625,4.09764051988301,1.0,5.35819758265674,6.293818994927781,7.58686840294322,5.35819758265674,4.83615568095759,5.07324557798053,1.0,4.09764051988301,3.3711070008226502,6.08743755970768,4.09764051988301,1.0,6.4876791256936395,1.0,6.293818994927781,4.09764051988301,1.0,2.1829315928126602,5.5440527981870105,6.58767116971674,7.22628820335703,6.08743755970768,4.09764051988301,1.0,6.4876791256936395,1.0,6.4876791256936395,6.67064781171752,5.5440527981870105,1.0,1.0,6.18161061899562,7.70006443614621,5.35819758265674,5.5440527981870105,2.1829315928126602,1.0,1.0,1.0,6.08743755970768,6.58767116971674,4.09764051988301,1.0,8.708825816994459,7.00459403971984,6.293818994927781,5.23042232162625,6.818775591096999,4.536464840302941,6.293818994927781,6.293818994927781,2.1829315928126602,5.72426348021829,6.818775591096999,5.35819758265674,5.07324557798053,5.82886102282944,4.83615568095759,6.18161061899562,5.07324557798053,4.09764051988301,6.293818994927781,6.3954779786376905,4.83615568095759,1.0,1.0,5.23042232162625,7.00459403971984,1.0,5.72426348021829,6.4876791256936395,5.96549269045226,5.5440527981870105,4.83615568095759,6.4876791256936395,1.0,6.738832866029299,3.0
GSM1512709,4.41970918824121,1.56476524817644,1.0,1.56476524817644,1.0,1.0,1.56476524817644,1.0,1.0,1.0,3.62695130531336,1.0,2.9633066092174705,4.41970918824121,2.9633066092174705,1.0,1.0,5.30164657715092,5.46256172832135,1.0,1.0,1.56476524817644,1.0,5.46256172832135,2.9633066092174705,5.30164657715092,5.46256172832135,6.092646306187191,6.84801421753924,1.0,3.62695130531336,1.0,1.0,1.0,1.56476524817644,4.41970918824121,6.21832370669944,1.0,1.56476524817644,1.0,5.69594314033967,1.56476524817644,1.0,4.41970918824121,1.56476524817644,3.62695130531336,1.56476524817644,3.9431517008247,1.0,1.0,6.61055338806443,2.9633066092174705,1.0,1.0,4.41970918824121,5.69594314033967,1.0,1.0,1.0,1.0,1.56476524817644,4.6525903910335895,1.0,1.0,1.0,1.0,1.56476524817644,6.71004472656314,6.27978870693609,7.27597577582919,5.58073010075135,5.30164657715092,7.1758034216678,6.21832370669944,7.0808670531601905,7.31922222526514,7.84990221257482,6.092646306187191,5.124766919721139,7.12964889983729,4.41970918824121,7.637320744321059,6.61055338806443,5.58073010075135,7.22628820335703,7.31922222526514,5.69594314033967,1.0,4.735322889114,6.3660346218365005,6.84801421753924,5.69594314033967,6.61055338806443,5.69594314033967,5.124766919721139,6.420548327062661,1.0,6.765724975969309,3.62695130531336,5.81668779553174,3.0
GSM1512710,3.9105762860054303,1.0,1.0,1.0,1.0,1.0,5.26998905179129,1.0,1.0,1.0,4.37772126769777,4.95387463078675,1.0,1.0,3.9105762860054303,1.0,1.0,3.9105762860054303,1.0,1.0,1.0,1.0,3.9105762860054303,1.0,1.0,5.94182109561015,4.95387463078675,4.37772126769777,6.11337470930909,1.0,1.0,1.0,1.0,1.0,1.0,3.9105762860054303,3.27357562245551,1.0,3.27357562245551,1.0,1.0,4.69180504902943,5.26998905179129,1.0,1.0,1.0,4.95387463078675,5.26998905179129,1.0,3.27357562245551,6.62393901118424,1.0,1.0,1.0,5.26998905179129,5.26998905179129,3.27357562245551,4.95387463078675,1.0,1.0,1.0,4.1246979370360295,3.9105762860054303,1.0,1.0,1.0,5.44473660086762,6.85718938513612,7.00459403971984,6.6758292489470605,6.11337470930909,5.94182109561015,7.205165433704559,5.60307824018034,7.28003428536771,7.70655445267488,7.96040231650227,6.18618861025063,4.37772126769777,7.451829866443781,4.69180504902943,7.5075282449538205,7.205165433704559,6.25469764836796,7.35325406978474,8.34949681250662,6.6758292489470605,1.0,4.95387463078675,6.773439385322731,7.1758034216678,5.26998905179129,4.37772126769777,5.26998905179129,4.37772126769777,6.773439385322731,4.95387463078675,7.35325406978474,1.0,5.26998905179129,3.0
GSM1512711,4.448969588503349,1.0,1.0,1.0,1.0,1.0,5.737264262436759,1.0,1.0,1.0,2.22531198839107,4.8138362023743095,2.9633066092174705,5.819795529941469,6.1553488308648205,1.0,1.0,5.4335705246706905,6.1553488308648205,2.9633066092174705,1.0,1.0,4.211589082142289,1.44257986381248,6.1553488308648205,6.8156046103535,6.73637774660804,5.61816501664626,7.0330922604814194,1.0,4.98228128461447,1.44257986381248,5.20834712209917,1.0,1.0,6.1553488308648205,1.0,1.0,5.93325465395772,1.0,6.013011915469919,6.53541252987969,4.98228128461447,2.9633066092174705,1.0,2.22531198839107,7.0936762369521205,5.93325465395772,4.211589082142289,2.9633066092174705,6.301860136231349,1.0,1.0,1.0,5.93325465395772,6.24863761140684,5.4335705246706905,5.20834712209917,1.44257986381248,1.0,1.0,2.9633066092174705,6.53541252987969,5.20834712209917,2.9633066092174705,1.0,6.95361668081802,6.417599146952809,6.417599146952809,7.0936762369521205,7.379607566678191,3.70903616070103,6.1553488308648205,5.737264262436759,6.8156046103535,7.67335708002087,8.0810638677351,5.20834712209917,2.9633066092174705,7.311301353108861,4.98228128461447,6.1553488308648205,6.417599146952809,4.98228128461447,6.58236714452168,7.59792827337183,5.737264262436759,1.0,3.70903616070103,6.301860136231349,7.0936762369521205,6.04048692595934,4.6525903910335895,5.93325465395772,5.4335705246706905,6.1553488308648205,5.20834712209917,6.8156046103535,2.9633066092174705,6.417599146952809,3.0
GSM1512761,4.49708503862157,5.227415196782831,4.49708503862157,1.0,1.0,1.0,5.982357423777571,1.0,1.0,5.646611044673411,4.49708503862157,1.0,1.0,1.0,4.49708503862157,2.63303330344141,4.49708503862157,5.646611044673411,4.49708503862157,1.0,4.49708503862157,4.49708503862157,5.646611044673411,1.0,5.227415196782831,6.2820172926031,2.63303330344141,2.63303330344141,6.98137818199288,1.0,2.63303330344141,1.0,5.227415196782831,1.0,1.0,5.646611044673411,6.2820172926031,4.49708503862157,5.646611044673411,2.63303330344141,6.546964326605151,5.227415196782831,1.0,4.49708503862157,5.646611044673411,1.0,1.0,1.0,1.0,4.49708503862157,4.49708503862157,4.49708503862157,1.0,1.0,5.982357423777571,5.646611044673411,4.49708503862157,5.646611044673411,4.49708503862157,1.0,1.0,7.7259940660099105,4.49708503862157,1.0,1.0,1.0,4.49708503862157,4.49708503862157,7.9042249133638505,6.2820172926031,5.646611044673411,7.43724330853442,7.9042249133638505,6.2820172926031,6.546964326605151,7.7259940660099105,6.75777370888439,4.49708503862157,1.0,7.20939063919926,5.982357423777571,6.98137818199288,6.2820172926031,6.98137818199288,5.227415196782831,5.227415196782831,6.75777370888439,4.49708503862157,6.2820172926031,5.646611044673411,6.2820172926031,6.75777370888439,7.20939063919926,5.227415196782831,5.646611044673411,1.0,5.646611044673411,5.227415196782831,5.646611044673411,4.49708503862157,3.0
GSM1512762,2.3674803395083903,4.89294428322889,1.0,4.767098813410519,1.0,2.3674803395083903,1.0,1.0,1.0,1.0,5.07324557798053,1.0,1.0,1.0,3.6568627811450805,1.0,1.0,4.31883033491257,2.3674803395083903,1.0,1.0,3.6568627811450805,3.6568627811450805,1.0,2.3674803395083903,5.4179972765863,5.07324557798053,1.0,6.293818994927781,1.0,3.6568627811450805,1.0,1.0,2.3674803395083903,1.0,5.07324557798053,1.0,1.0,5.4179972765863,1.0,1.0,3.6568627811450805,2.3674803395083903,5.07324557798053,1.0,4.31883033491257,1.0,1.0,2.3674803395083903,1.0,4.31883033491257,4.31883033491257,1.0,1.0,4.31883033491257,2.3674803395083903,1.0,1.0,1.0,3.6568627811450805,1.0,6.420548327062661,2.3674803395083903,1.0,1.0,1.0,2.3674803395083903,4.31883033491257,8.38462224294347,7.197520071528209,5.73075261784959,5.73075261784959,8.61921726944256,6.8509510241300795,6.92653767710999,8.38462224294347,7.54332676206281,6.76077781242906,5.73075261784959,7.068142988012509,4.767098813410519,6.23347345752803,8.44386303690664,6.23347345752803,7.197520071528209,7.068142988012509,6.65870501000792,2.3674803395083903,6.4977053584945,7.336514005123969,6.76077781242906,6.420548327062661,6.0354163411254795,6.14923855444917,2.3674803395083903,6.92653767710999,5.07324557798053,7.197520071528209,6.65870501000792,4.767098813410519,3.0
GSM1512763,3.06310970945248,3.06310970945248,1.0,1.0,1.0,5.47550161923238,1.0,1.0,1.0,1.0,5.47550161923238,1.0,1.0,1.0,4.79434152378893,1.0,3.06310970945248,5.15580702471495,1.0,1.0,1.0,3.06310970945248,5.98956699458654,5.47550161923238,3.06310970945248,6.51651502106372,5.47550161923238,1.0,5.47550161923238,1.0,4.22991851503461,1.0,3.06310970945248,1.0,3.06310970945248,4.79434152378893,4.22991851503461,1.0,4.79434152378893,1.0,3.06310970945248,6.21358729141933,4.79434152378893,1.0,4.79434152378893,1.0,3.06310970945248,3.06310970945248,1.0,1.0,3.06310970945248,1.0,3.06310970945248,1.0,5.748563814474269,4.79434152378893,3.06310970945248,4.79434152378893,3.06310970945248,1.0,1.0,6.21358729141933,3.06310970945248,3.06310970945248,1.0,4.22991851503461,5.98956699458654,5.98956699458654,7.888570600322731,7.099870507354491,6.64700563655318,6.86290471267876,7.97770827849888,6.86290471267876,7.32797534097408,7.517740684242929,7.25401080063756,6.86290471267876,5.47550161923238,7.517740684242929,5.748563814474269,6.64700563655318,7.71951933050789,6.64700563655318,6.37375054283881,6.64700563655318,6.37375054283881,4.22991851503461,5.98956699458654,6.86290471267876,6.86290471267876,4.79434152378893,6.51651502106372,5.98956699458654,1.0,6.86290471267876,5.98956699458654,5.47550161923238,6.21358729141933,3.06310970945248,3.0
GSM1512764,1.0,4.99681609646826,1.0,4.22991851503461,1.0,1.0,1.0,1.0,1.0,1.0,3.6780772768874503,1.0,1.0,1.0,1.0,1.0,1.0,4.65826594931791,1.0,1.0,1.0,1.0,4.99681609646826,1.0,1.0,5.4179972765863,5.4179972765863,1.0,4.99681609646826,1.0,1.0,1.0,1.0,1.0,1.0,4.65826594931791,4.22991851503461,1.0,4.99681609646826,1.0,6.38669474432721,5.61816501664626,1.0,2.7095618860825,2.7095618860825,1.0,1.0,2.7095618860825,1.0,1.0,1.0,3.6780772768874503,1.0,2.7095618860825,4.99681609646826,3.6780772768874503,1.0,1.0,1.0,1.0,1.0,6.082732539799241,1.0,1.0,2.7095618860825,1.0,4.22991851503461,2.7095618860825,8.45501078696328,6.8043771401001,6.28960575683689,6.28960575683689,8.36141382846285,6.178082097634491,6.8043771401001,8.30782808090134,7.608933944673059,6.63874821421355,4.65826594931791,7.36194168379921,5.61816501664626,7.36194168379921,8.50179450238687,6.8043771401001,7.0936762369521205,7.0936762369521205,6.28960575683689,4.22991851503461,6.464879561432411,6.9360736724894405,6.63874821421355,6.55661015762931,6.63874821421355,6.464879561432411,5.4179972765863,6.55661015762931,5.79245069200033,7.197520071528209,5.9531922101602195,4.22991851503461,3.0
GSM1512765,4.72150976641392,5.58834665000772,1.0,2.7095618860825,5.58834665000772,1.0,5.211394213263429,1.0,1.0,1.0,4.72150976641392,1.0,1.0,1.0,5.58834665000772,1.0,1.0,6.14093087477446,2.7095618860825,1.0,1.0,1.0,3.94995325019122,5.211394213263429,2.7095618860825,6.726070391177251,6.14093087477446,1.0,5.58834665000772,1.0,4.72150976641392,1.0,2.7095618860825,3.94995325019122,4.72150976641392,6.14093087477446,1.0,2.7095618860825,5.899934291461769,1.0,1.0,6.84232038030683,2.7095618860825,5.58834665000772,2.7095618860825,1.0,1.0,4.72150976641392,1.0,1.0,6.14093087477446,1.0,1.0,1.0,5.58834665000772,4.72150976641392,4.72150976641392,1.0,2.7095618860825,1.0,2.7095618860825,6.14093087477446,5.58834665000772,1.0,5.211394213263429,1.0,2.7095618860825,1.0,8.061572615281559,7.379607566678191,5.899934291461769,5.58834665000772,7.77532860232146,6.14093087477446,4.72150976641392,6.9734846599283395,7.186932107151691,6.14093087477446,5.211394213263429,6.84232038030683,6.46690218594233,6.61308452526986,7.33248993328891,6.61308452526986,6.14093087477446,5.899934291461769,7.43241053357913,1.0,6.14093087477446,6.46690218594233,5.899934291461769,6.14093087477446,6.61308452526986,7.186932107151691,4.72150976641392,6.14093087477446,6.61308452526986,6.14093087477446,6.3337970165844295,6.14093087477446,3.0
GSM1512766,4.11171005009021,4.11171005009021,1.0,4.11171005009021,1.0,5.23342319113042,6.32651517329232,1.0,1.0,1.0,4.56053137452241,6.44070095509016,1.0,1.0,5.45034637534916,1.0,4.56053137452241,5.23342319113042,4.11171005009021,1.0,1.0,4.91371656472436,5.93599224326236,6.32651517329232,4.91371656472436,5.79987576671945,5.63121000713734,3.31174939713253,6.97878269785697,1.0,5.63121000713734,5.23342319113042,1.0,6.07666787162205,1.0,6.32651517329232,1.0,1.0,2.1829315928126602,4.11171005009021,4.91371656472436,5.79987576671945,5.63121000713734,6.32651517329232,2.1829315928126602,3.31174939713253,4.11171005009021,4.11171005009021,1.0,2.1829315928126602,8.0810638677351,6.32651517329232,3.31174939713253,1.0,6.07666787162205,7.05901445344355,4.91371656472436,4.11171005009021,3.31174939713253,1.0,3.31174939713253,5.79987576671945,4.11171005009021,1.0,4.11171005009021,4.11171005009021,7.2376645262090005,6.79953011154688,6.07666787162205,6.520595274962031,6.88582721039137,4.91371656472436,6.32651517329232,5.79987576671945,6.20137409955729,7.48719437697124,7.69355671743596,5.45034637534916,4.11171005009021,7.102857649093091,3.31174939713253,6.32651517329232,6.88582721039137,4.11171005009021,5.63121000713734,7.94414047429117,6.520595274962031,1.0,5.79987576671945,6.66411252908603,5.93599224326236,4.91371656472436,5.79987576671945,5.23342319113042,4.56053137452241,4.91371656472436,4.91371656472436,6.66411252908603,1.0,6.79953011154688,3.0
GSM1512767,5.30164657715092,1.0,1.0,4.03551069419367,1.0,5.50926742931651,4.478913214897821,5.678251865586049,5.678251865586049,1.0,5.30164657715092,6.11337470930909,5.50926742931651,6.602165448803389,5.30164657715092,3.57131703414168,1.0,7.38382987663487,5.79755953324074,1.0,1.0,1.2007665602509,4.03551069419367,4.478913214897821,4.03551069419367,5.79755953324074,3.57131703414168,6.76820009639173,6.83684462380124,1.0,6.83684462380124,1.0,5.85841367706239,4.865277711811871,1.2007665602509,6.29171391382918,4.865277711811871,3.57131703414168,5.678251865586049,1.0,3.57131703414168,5.30164657715092,1.0,1.0,1.0,1.0,3.57131703414168,6.29171391382918,1.2007665602509,6.29171391382918,7.5126435009587595,1.0,1.0,2.8408064193127998,6.403525893924019,6.76820009639173,5.50926742931651,1.0,1.2007665602509,1.0,5.50926742931651,1.0,5.79755953324074,5.678251865586049,1.0,2.8408064193127998,7.44713642471179,7.575506801525071,6.76820009639173,5.79755953324074,6.50720132339049,5.30164657715092,1.2007665602509,1.0,6.68412182664024,6.29171391382918,7.38382987663487,6.0354163411254795,4.478913214897821,6.92347902967639,1.0,5.0879582705776105,5.50926742931651,6.50720132339049,5.678251865586049,6.92347902967639,5.50926742931651,1.0,4.478913214897821,5.79755953324074,7.12597357998681,6.0354163411254795,6.1650506797010305,5.0879582705776105,7.20939063919926,4.865277711811871,6.1650506797010305,6.50720132339049,1.0,5.30164657715092,3.0
GSM1512768,6.7019497802489605,5.4068241146089004,1.0,5.7622608928222,1.0,5.08082387705109,7.291369353386821,4.37772126769777,1.0,3.66750902351217,5.7622608928222,6.056197291960161,6.2820172926031,1.0,6.2820172926031,4.63020378122295,5.08082387705109,6.2820172926031,6.49539016745362,3.66750902351217,1.0,5.4068241146089004,5.7622608928222,3.66750902351217,7.5543291293802906,7.03695405057976,6.2820172926031,6.2820172926031,7.65026632189592,1.0,7.291369353386821,6.056197291960161,1.0,6.2820172926031,3.66750902351217,6.2820172926031,5.7622608928222,5.08082387705109,6.2820172926031,3.66750902351217,5.4068241146089004,6.056197291960161,6.2820172926031,7.03695405057976,5.7622608928222,6.2820172926031,1.0,5.7622608928222,1.0,4.63020378122295,7.03695405057976,1.0,5.4068241146089004,3.66750902351217,5.7622608928222,5.7622608928222,6.49539016745362,6.2820172926031,5.08082387705109,1.0,5.08082387705109,6.7019497802489605,6.056197291960161,1.0,1.0,6.056197291960161,6.7019497802489605,6.49539016745362,7.44219834630574,1.0,5.7622608928222,1.0,6.056197291960161,3.66750902351217,5.7622608928222,6.7019497802489605,5.7622608928222,5.7622608928222,3.66750902351217,7.291369353386821,3.66750902351217,6.88331015134153,5.08082387705109,1.0,3.66750902351217,5.7622608928222,5.4068241146089004,1.0,1.0,3.66750902351217,1.0,5.08082387705109,6.94487184102829,1.0,5.4068241146089004,1.0,5.08082387705109,1.0,6.49539016745362,3.66750902351217,3.0
GSM1512780,5.99820453983084,6.61561122934924,6.32651517329232,5.14822573369124,1.0,4.42854978891666,6.61561122934924,4.42854978891666,6.32651517329232,1.0,7.70006443614621,7.35325406978474,4.42854978891666,5.63121000713734,7.158045257111991,1.0,3.31174939713253,5.99820453983084,6.32651517329232,3.31174939713253,1.0,1.0,6.32651517329232,4.42854978891666,5.14822573369124,5.14822573369124,5.99820453983084,6.32651517329232,8.090504769829769,1.0,7.07777035372477,6.61561122934924,1.0,6.88331015134153,1.0,6.61561122934924,1.0,5.14822573369124,7.528004296440081,5.63121000713734,3.31174939713253,5.99820453983084,6.32651517329232,7.35325406978474,6.32651517329232,7.158045257111991,6.88331015134153,8.431463743881219,1.0,1.0,8.318674195391411,1.0,5.14822573369124,2.3674803395083903,7.70006443614621,8.090504769829769,7.158045257111991,6.61561122934924,1.0,4.42854978891666,6.88331015134153,6.88331015134153,6.61561122934924,1.0,4.42854978891666,6.61561122934924,8.90929751952373,7.158045257111991,5.14822573369124,5.99820453983084,4.42854978891666,1.0,6.88331015134153,1.0,7.70006443614621,6.32651517329232,7.84260350946454,5.63121000713734,1.0,7.919319232105991,3.31174939713253,5.99820453983084,5.63121000713734,1.0,1.0,6.32651517329232,5.85328427928991,3.31174939713253,5.14822573369124,5.63121000713734,5.14822573369124,1.0,6.88331015134153,1.0,1.0,1.0,1.0,1.0,4.42854978891666,4.42854978891666,3.0
GSM1512781,6.34496859260378,5.96549269045226,1.0,3.40129440946586,3.40129440946586,4.80697420695201,5.489750404148951,3.40129440946586,3.40129440946586,1.0,5.96549269045226,6.94790779499059,1.0,4.80697420695201,5.96549269045226,5.96549269045226,4.80697420695201,5.489750404148951,4.80697420695201,1.0,4.80697420695201,1.0,5.96549269045226,1.0,5.96549269045226,6.66175093067803,5.489750404148951,5.96549269045226,7.71951933050789,1.0,5.96549269045226,5.96549269045226,5.489750404148951,6.94790779499059,3.40129440946586,3.40129440946586,1.0,1.0,5.96549269045226,5.96549269045226,6.66175093067803,5.96549269045226,5.489750404148951,4.80697420695201,4.80697420695201,5.489750404148951,5.96549269045226,7.114558677423,1.0,4.80697420695201,7.919319232105991,6.34496859260378,5.489750404148951,1.0,6.66175093067803,6.94790779499059,6.66175093067803,1.0,3.40129440946586,5.489750404148951,5.489750404148951,4.80697420695201,5.96549269045226,6.34496859260378,1.0,4.80697420695201,6.34496859260378,6.66175093067803,7.114558677423,6.34496859260378,6.34496859260378,5.489750404148951,5.96549269045226,4.80697420695201,5.96549269045226,6.94790779499059,6.66175093067803,7.379607566678191,4.80697420695201,7.48203407994536,5.96549269045226,6.34496859260378,5.96549269045226,1.0,6.66175093067803,6.66175093067803,4.80697420695201,4.80697420695201,1.0,5.96549269045226,4.80697420695201,3.40129440946586,1.0,5.96549269045226,3.40129440946586,3.40129440946586,4.80697420695201,4.80697420695201,4.80697420695201,3.40129440946586,3.0
GSM1512782,1.0,5.47550161923238,4.865277711811871,1.0,3.27357562245551,5.051181719545269,6.0787448274418905,1.0,1.0,1.0,4.44316479227454,6.0787448274418905,1.0,1.0,6.0787448274418905,1.0,1.0,1.0,4.44316479227454,1.0,1.0,1.0,5.47550161923238,3.27357562245551,6.7787348708622694,5.822896584313621,4.44316479227454,7.24201608422346,7.401117450231579,1.0,6.22120696178214,1.0,6.0787448274418905,5.822896584313621,6.30760563701428,5.47550161923238,5.47550161923238,1.0,5.47550161923238,6.0787448274418905,6.30760563701428,5.822896584313621,7.24201608422346,6.0787448274418905,5.822896584313621,1.0,4.44316479227454,5.92463138211976,1.0,1.0,7.401117450231579,1.0,5.47550161923238,3.27357562245551,6.62647115249024,5.47550161923238,1.0,5.051181719545269,3.27357562245551,1.0,5.47550161923238,4.44316479227454,4.44316479227454,4.44316479227454,1.0,1.0,7.24201608422346,6.30760563701428,6.62647115249024,6.47900957921139,5.47550161923238,1.0,5.92463138211976,6.7787348708622694,7.0468509054743,6.0787448274418905,6.38669474432721,6.0787448274418905,1.0,6.30760563701428,3.27357562245551,6.62647115249024,6.0787448274418905,6.0787448274418905,6.62647115249024,7.14716126380053,5.47550161923238,1.0,5.47550161923238,1.0,5.47550161923238,5.47550161923238,5.822896584313621,4.44316479227454,6.0787448274418905,3.27357562245551,5.051181719545269,6.7787348708622694,4.44316479227454,1.0,3.0
