,hsa-miR-375,hsa-miR-29c*,hsa-miR-1258,hsa-miR-132*,hsa-miR-142-3p,hsa-miR-520c-3p,hsa-miR-302b,hsa-miR-204,hsa-miR-1468,hsa-miR-576-5p,hsa-miR-601,hsa-miR-609,hsa-miR-154,hsa-miR-508-3p,hsa-miR-942,hsa-miR-302d,hsa-miR-135b,hsa-miR-522,hsa-miR-488,hsa-miR-1262,hsa-miR-126*,hsa-miR-373,hsa-miR-483-3p,hsa-miR-133a,hsa-miR-190b,hsa-miR-598,hsa-miR-199b-5p,hsa-miR-1282,hsa-miR-1825,hsa-miR-130b*,hsa-miR-578,hsa-miR-520f,hsa-miR-26a-2*,hsa-miR-450a,hsa-miR-29b-1*,hsa-miR-615-3p,hsa-miR-892b,hsa-miR-1290,hsa-miR-556-3p,hsa-miR-98,hsa-miR-1238,hsa-let-7b*,hsa-miR-1299,hsa-miR-382,hsa-miR-26b*,hsa-miR-876-3p,hsa-miR-196a,hsa-miR-644,hsa-miR-1279,hsa-miR-330-5p,hsa-miR-629,hsa-miR-23a*,hsa-miR-509-3p,hsa-miR-34a,hsa-let-7f-2*,hsa-miR-581,hsa-miR-335*,hsa-miR-515-3p,hsa-miR-340*,hsa-miR-1246,hsa-miR-133b,hsa-miR-454*,hsa-miR-613,hsa-miR-302a,hsa-miR-376a*,hsa-miR-9,hsa-miR-520d-3p,hsa-miR-455-5p,hsa-miR-515-5p,hsa-miR-31*,hsa-miR-488*,hsa-miR-200a,hsa-miR-489,hsa-miR-1283,hsa-miR-566,hsa-miR-455-3p,hsa-miR-646,hsa-miR-519b-5p,hsa-miR-1245,hsa-miR-1291,hsa-miR-155*,hsa-miR-31,hsa-miR-518a-5p,hsa-miR-21*,hsa-miR-564,hsa-miR-933,hsa-miR-589,hsa-miR-545*,hsa-miR-520d-5p,hsa-miR-518d-5p,hsa-miR-96*,hsa-miR-136*,hsa-miR-491-3p,hsa-miR-568,hsa-miR-450b-5p,hsa-miR-556-5p,hsa-miR-10b*,hsa-miR-298,hsa-miR-889,hsa-miR-518d-3p,SD
GSM1512152,1.0,1.0,1.0,1.0,1.0,1.0,1.13590853848105,1.0,3.4629593356266004,1.0,5.90432681316947,1.0,3.4629593356266004,1.0,3.4629593356266004,1.0,1.13590853848105,1.13590853848105,1.0,1.0,1.0,1.0,1.0,4.2456999720912405,1.13590853848105,5.0985138613881995,1.0,1.0,1.0,1.0,1.0,3.4629593356266004,1.0,1.0,3.4629593356266004,3.4629593356266004,3.4629593356266004,1.0,1.0,3.4629593356266004,1.0,1.0,1.0,1.13590853848105,4.2456999720912405,3.4629593356266004,1.0,1.0,4.2456999720912405,1.0,5.331181664162981,1.0,4.77173807283337,5.331181664162981,1.0,1.0,1.0,1.0,1.0,1.13590853848105,1.0,1.0,1.0,1.0,3.4629593356266004,1.13590853848105,1.0,1.0,8.49049147478898,7.405295618994041,6.8043771401001,6.05073055106503,8.15001828106439,6.8043771401001,7.65026632189592,7.84990221257482,8.15001828106439,8.49049147478898,6.66175093067803,7.46216401124153,6.3954779786376905,7.987250462330801,9.19972672458169,5.90432681316947,7.49833491962037,8.76081348096367,6.17034994639211,6.500016840301879,5.90432681316947,9.30604919650127,6.98721116667779,6.59731230745973,6.500016840301879,6.98721116667779,6.05073055106503,7.7477434069249105,6.98721116667779,9.30604919650127,6.05073055106503,5.740097458167679,3.0
GSM1512154,4.88849369926934,1.0,1.0,1.0,4.13350099664156,1.0,1.0,1.0,2.8408064193127998,4.88849369926934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8408064193127998,1.0,1.0,1.0,6.61561122934924,1.0,5.8309403485946705,1.0,1.0,2.8408064193127998,1.0,1.0,1.0,1.0,5.61614758423223,1.0,4.88849369926934,1.0,1.0,1.0,2.8408064193127998,1.0,2.8408064193127998,1.0,2.8408064193127998,4.88849369926934,1.0,1.0,1.0,1.0,5.33928109164321,1.0,2.8408064193127998,4.88849369926934,4.88849369926934,2.8408064193127998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.13350099664156,1.0,4.88849369926934,4.88849369926934,1.0,8.201368258813309,6.61561122934924,7.01329140087424,6.61561122934924,8.81191797839637,6.720574391235401,6.8156046103535,7.49833491962037,8.46607305848822,7.65026632189592,5.33928109164321,7.33248993328891,2.8408064193127998,7.8285328321894205,8.25212197189018,5.61614758423223,7.49833491962037,8.25212197189018,4.88849369926934,6.048124496074929,6.5043257622455,7.8285328321894205,7.01329140087424,6.37110284699349,6.37110284699349,5.8309403485946705,4.13350099664156,6.8156046103535,6.61561122934924,8.78576100221311,4.88849369926934,6.37110284699349,3.0
GSM1512177,1.0,1.0,1.0,3.5936180970239198,1.0,1.0,1.0,1.0,1.0,3.5936180970239198,4.2456999720912405,1.0,1.0,2.58134780036493,1.0,3.5936180970239198,3.5936180970239198,3.5936180970239198,1.0,1.0,1.0,1.0,1.0,6.1650506797010305,1.0,1.0,5.28572837608007,1.0,5.547938431269911,1.0,1.0,1.0,1.0,2.58134780036493,1.0,4.2456999720912405,1.0,1.0,1.0,4.2456999720912405,1.0,1.0,1.0,1.0,3.5936180970239198,1.0,1.0,1.0,1.0,1.0,4.2456999720912405,1.0,3.5936180970239198,5.00564060310061,5.00564060310061,1.0,1.0,1.0,1.0,1.0,1.0,5.547938431269911,1.0,1.0,1.0,5.547938431269911,1.0,2.58134780036493,8.63187147835423,7.919319232105991,6.92347902967639,5.9021322241547,7.919319232105991,7.451829866443781,6.55447545768383,6.403525893924019,8.81191797839637,7.136267857189231,5.00564060310061,7.451829866443781,7.01329140087424,6.403525893924019,7.86483233410645,6.75246595255397,7.136267857189231,6.66175093067803,5.28572837608007,4.67623610232408,5.28572837608007,7.620020593714581,7.451829866443781,6.55447545768383,6.28424244118355,7.451829866443781,6.66175093067803,6.28424244118355,6.1650506797010305,8.16110786021088,5.547938431269911,5.547938431269911,3.0
GSM1512178,5.5613325439366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.5613325439366,3.3293698985764504,3.3293698985764504,4.57411998379486,1.0,1.0,1.0,1.0,1.0,1.0,5.875006246480889,1.0,6.25754514030404,4.9259157217824106,1.0,5.25609285681717,2.0404294651256003,3.3293698985764504,2.8560827744393396,2.0404294651256003,5.73075261784959,1.0,2.8560827744393396,4.9259157217824106,4.03551069419367,1.0,5.05697730435798,4.03551069419367,1.0,4.9259157217824106,4.57411998379486,1.0,1.0,1.0,1.0,5.37996058610576,3.3293698985764504,1.0,1.0,4.57411998379486,4.03551069419367,1.0,2.0404294651256003,1.0,4.57411998379486,1.0,1.0,4.57411998379486,3.70903616070103,1.0,5.25609285681717,1.0,5.05697730435798,1.0,3.70903616070103,7.58686840294322,5.79987576671945,6.839585099330421,6.839585099330421,7.12964889983729,8.32943937736372,6.393004911466969,7.35740314511834,8.05260301576568,7.28772998355318,5.25609285681717,5.25609285681717,7.888570600322731,4.7845693534367,6.68178943361401,5.96549269045226,6.34296653940724,7.857164176782071,6.8883398855947995,3.3293698985764504,5.875006246480889,4.9259157217824106,7.91179181334301,7.58686840294322,6.68178943361401,7.2376645262090005,5.96549269045226,6.47394365204564,5.25609285681717,7.12964889983729,7.12964889983729,7.67335708002087,3.0
GSM1512179,1.0,1.0,1.0,1.0,1.0,1.27083532511592,1.0,1.0,1.0,1.27083532511592,1.0,1.0,1.0,1.0,3.27357562245551,3.27357562245551,3.27357562245551,1.0,1.0,1.0,1.27083532511592,1.0,1.0,5.27384225656922,1.0,5.15927492727793,1.27083532511592,1.0,1.27083532511592,1.0,1.0,1.0,1.0,3.27357562245551,1.0,5.27384225656922,3.27357562245551,1.0,3.27357562245551,1.0,1.0,1.0,1.0,1.0,1.0,3.27357562245551,1.0,1.0,1.0,1.27083532511592,1.0,1.0,1.0,3.70903616070103,3.27357562245551,1.0,1.0,1.0,4.22078290781121,1.0,3.27357562245551,5.45543300912991,1.0,1.0,1.0,4.22078290781121,1.0,3.27357562245551,9.454837111102579,9.32301879365236,6.445442961975501,7.0502195748788,7.8285328321894205,7.303504355205929,5.61816501664626,6.76077781242906,9.03533050065757,6.39052759768507,6.1650506797010305,8.4189569606198,6.938954449105519,7.5126435009587595,7.8285328321894205,7.12597357998681,7.32797534097408,8.21126660623332,5.884733629281241,4.41378521330204,5.27384225656922,7.0502195748788,8.825593182270419,5.94491091187805,6.5904140114896705,7.0502195748788,6.76077781242906,6.84517010725391,6.29920801838728,6.76077781242906,4.41378521330204,7.158045257111991,3.0
GSM1512180,4.66391926743589,1.0,1.0,1.0,4.18128373996386,1.0,1.0,1.0,1.0,5.36107820055214,1.0,1.0,1.0,1.0,6.02285966532408,1.0,4.66391926743589,5.211394213263429,1.0,1.0,4.66391926743589,1.0,5.51222357185191,5.7865639719781194,1.0,6.21832370669944,1.0,1.0,3.61600036927482,5.02215621230064,5.36107820055214,1.0,2.73405733279845,5.211394213263429,1.0,4.18128373996386,5.36107820055214,1.0,5.646611044673411,1.0,1.0,1.0,2.73405733279845,4.66391926743589,4.66391926743589,4.18128373996386,1.0,1.0,5.51222357185191,1.0,1.0,1.0,1.0,4.044039830399,2.73405733279845,4.18128373996386,3.61600036927482,1.0,4.66391926743589,1.0,3.61600036927482,6.5926957363067995,1.0,1.0,6.02285966532408,5.51222357185191,1.0,3.61600036927482,8.896633265737599,8.28500213457594,6.21832370669944,6.98137818199288,7.7333271962682195,7.158045257111991,4.66391926743589,6.4930979742330095,7.880537763268889,6.5926957363067995,5.91092490835165,7.49277540172763,8.49049147478898,6.98137818199288,7.07777035372477,6.6685605519612094,5.02215621230064,5.211394213263429,5.7865639719781194,1.0,5.51222357185191,6.361224590029969,8.28500213457594,7.28772998355318,6.21832370669944,7.396451734371659,6.91454331940429,6.4930979742330095,6.361224590029969,4.18128373996386,6.98137818199288,6.361224590029969,3.0
GSM1512181,1.71391802686667,1.0,1.0,1.0,1.0,1.0,1.71391802686667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.13350099664156,1.0,1.0,1.0,1.0,1.0,1.0,4.50897299162254,1.0,3.9431517008247,4.3254137175202105,1.0,4.70473115762993,1.0,1.0,1.0,1.0,3.3711070008226502,1.0,4.13350099664156,3.72913954908906,3.3711070008226502,2.63303330344141,1.0,1.0,2.63303330344141,2.63303330344141,1.0,1.0,1.0,1.0,3.72913954908906,3.3711070008226502,3.3711070008226502,1.0,1.0,1.0,4.70473115762993,5.25270601465446,1.0,1.0,1.0,1.0,1.0,1.0,5.15580702471495,1.0,1.0,1.71391802686667,3.3711070008226502,1.0,3.3711070008226502,8.76081348096367,7.44713642471179,7.379607566678191,6.641175293797821,8.30782808090134,7.12964889983729,7.08696471253753,7.82012267131436,8.964075143664381,7.246354556224349,6.323873698623131,6.50720132339049,7.246354556224349,6.641175293797821,7.82012267131436,6.602165448803389,7.575506801525071,8.34949681250662,6.01650027139007,5.671838695609879,5.4179972765863,7.656429976165639,8.6444762332414,6.268843565891651,6.781262813625441,7.5075282449538205,6.561270651358281,7.055765779938519,6.83684462380124,8.15001828106439,6.268843565891651,6.561270651358281,3.0
GSM1512182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.19516516382748,1.0,1.0,1.0,2.8560827744393396,1.0,1.0,2.8560827744393396,4.19516516382748,1.0,1.0,1.0,1.0,5.2493112028955595,5.4601269179454,1.0,2.8560827744393396,4.19516516382748,1.0,6.056197291960161,1.0,1.0,1.0,1.0,5.4601269179454,1.0,5.4601269179454,4.66391926743589,1.0,1.0,4.19516516382748,2.8560827744393396,1.0,2.8560827744393396,1.0,1.0,1.0,1.0,1.0,4.19516516382748,2.8560827744393396,1.0,1.0,1.0,4.19516516382748,1.0,5.00084857129106,2.8560827744393396,1.0,4.19516516382748,1.0,4.66391926743589,5.82886102282944,1.0,1.0,2.8560827744393396,2.8560827744393396,1.0,4.66391926743589,9.13918035020241,7.987250462330801,7.59252295048049,6.75476333688228,8.40748548767964,7.405295618994041,6.89814528160217,7.59252295048049,9.06405173640498,7.099870507354491,4.66391926743589,6.62393901118424,7.2009278165593695,7.405295618994041,7.59252295048049,6.129292840428151,7.099870507354491,7.80531047047178,6.62393901118424,5.00084857129106,5.2493112028955595,6.056197291960161,8.50179450238687,6.62393901118424,7.336514005123969,7.099870507354491,6.129292840428151,7.099870507354491,6.49539016745362,7.2009278165593695,6.83351419527425,6.62393901118424,3.0
GSM1512183,1.0,3.85805213017887,1.0,1.0,1.0,1.0,1.5049656918496002,1.0,1.0,4.80007941727765,1.0,1.0,1.0,1.0,1.0,3.10271256612622,4.448969588503349,3.10271256612622,1.0,1.0,3.10271256612622,1.0,1.0,5.10620051275206,1.0,5.3708826785355805,5.10620051275206,1.0,3.85805213017887,1.0,1.0,1.0,1.0,1.0,1.0,4.448969588503349,4.448969588503349,1.0,3.85805213017887,1.0,1.0,1.0,1.0,1.0,1.0,1.5049656918496002,1.0,1.0,1.5049656918496002,3.10271256612622,1.0,1.0,1.0,5.94718075202026,3.10271256612622,4.448969588503349,1.0,1.0,4.448969588503349,1.0,1.0,6.62393901118424,1.0,4.448969588503349,4.448969588503349,1.0,1.0,1.0,9.52200619118414,8.23137792473297,6.500016840301879,6.500016840301879,8.964075143664381,7.60331342053789,6.94487184102829,7.60331342053789,9.98951524829544,7.39177088134601,6.500016840301879,8.50179450238687,7.186932107151691,8.23137792473297,9.38768214410751,6.94487184102829,7.79118772484115,8.964075143664381,6.500016840301879,4.448969588503349,5.58834665000772,8.6821368543606,8.50179450238687,6.25754514030404,6.94487184102829,7.186932107151691,6.500016840301879,7.96040231650227,7.303504355205929,8.81191797839637,5.58834665000772,6.7234925793267095,3.0
GSM1512184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.94995325019122,1.0,1.0,1.0,3.3427166167634903,1.0,1.0,3.94995325019122,4.81959464351203,1.0,1.0,3.3427166167634903,1.0,1.0,5.646611044673411,1.0,2.5479898751989,2.5479898751989,1.0,5.293744492376129,1.0,4.81959464351203,1.0,1.0,1.0,1.0,5.293744492376129,4.81959464351203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3427166167634903,1.0,1.0,1.0,4.46225760152793,5.646611044673411,1.0,1.0,1.0,3.94995325019122,1.0,1.0,5.293744492376129,2.5479898751989,1.0,4.81959464351203,5.07748781196969,1.0,3.94995325019122,10.0348533699961,7.59792827337183,7.517740684242929,7.1830238737092005,8.83913997609507,7.1830238737092005,6.8246053944478,6.8246053944478,9.75939198869048,8.109860524676629,6.31069724668687,8.339502951131639,7.1830238737092005,7.336514005123969,8.83913997609507,7.1830238737092005,6.938954449105519,8.109860524676629,5.293744492376129,4.81959464351203,5.87031182226164,7.857164176782071,7.857164176782071,6.31069724668687,7.336514005123969,7.7333271962682195,6.31069724668687,7.662567408607769,6.938954449105519,7.7333271962682195,6.000188017799269,7.42282439199144,3.0
GSM1512191,3.01253799722556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.82366777196657,1.0,1.0,1.0,1.0,4.22991851503461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.78346489430463,1.0,4.98228128461447,4.57411998379486,1.0,6.331476288179919,1.0,1.0,1.0,1.0,5.99621833136454,1.0,4.22991851503461,6.07393476943599,1.82366777196657,1.0,4.98228128461447,1.0,5.296826557914089,4.57411998379486,4.98228128461447,4.57411998379486,1.0,1.0,1.0,1.0,1.82366777196657,1.0,3.69930199758968,1.0,5.296826557914089,1.0,1.0,1.82366777196657,4.80007941727765,1.0,1.0,4.98228128461447,3.01253799722556,1.0,3.69930199758968,1.0,1.0,1.0,1.82366777196657,6.77620248945315,6.77620248945315,6.2086028419822,7.12597357998681,7.96040231650227,6.628998857448339,6.331476288179919,8.21126660623332,8.46607305848822,7.229737559984419,4.22991851503461,6.8246053944478,6.464879561432411,7.02644300567178,7.02644300567178,6.72864360656034,7.3878058422469906,7.7477434069249105,7.28003428536771,1.0,3.69930199758968,6.464879561432411,8.431463743881219,6.07393476943599,6.72864360656034,5.78346489430463,5.89726003980039,6.87765478168063,5.57352084155903,7.80531047047178,4.98228128461447,6.55447545768383,3.0
GSM1512192,4.47060944377724,1.0,1.0,1.0,4.47060944377724,1.0,1.0,2.48465301053348,4.47060944377724,4.47060944377724,1.0,5.290655828445559,1.0,5.290655828445559,1.0,1.0,6.405895858013741,2.48465301053348,5.8638083290199505,1.0,2.48465301053348,4.47060944377724,1.0,6.293818994927781,1.0,2.48465301053348,4.47060944377724,4.47060944377724,4.47060944377724,1.0,4.47060944377724,4.47060944377724,1.0,5.8638083290199505,1.0,1.0,6.61561122934924,1.0,1.0,6.293818994927781,2.48465301053348,1.0,2.48465301053348,1.0,2.48465301053348,1.0,5.8638083290199505,1.0,2.48465301053348,5.8638083290199505,1.0,1.0,1.0,1.0,1.0,4.47060944377724,5.8638083290199505,1.0,4.47060944377724,1.0,5.290655828445559,5.8638083290199505,2.48465301053348,5.8638083290199505,1.0,1.0,1.0,4.47060944377724,7.1758034216678,6.91454331940429,5.8638083290199505,5.51895780936778,8.34949681250662,6.91454331940429,5.8638083290199505,7.662567408607769,8.921851570738868,6.61561122934924,6.61561122934924,7.1758034216678,6.293818994927781,6.91454331940429,6.61561122934924,5.8638083290199505,7.1758034216678,7.1758034216678,6.61561122934924,1.0,4.47060944377724,5.290655828445559,8.97860618294534,1.0,5.8638083290199505,6.293818994927781,4.47060944377724,5.290655828445559,6.61561122934924,7.1758034216678,4.47060944377724,4.47060944377724,3.0
GSM1512296,6.5926957363067995,1.0,1.0,1.0,5.95132083353644,1.0,5.502912367476309,5.95132083353644,3.6568627811450805,4.8307530902953,1.0,1.0,4.8307530902953,1.0,4.8307530902953,1.0,1.0,5.502912367476309,3.6568627811450805,1.0,4.8307530902953,4.8307530902953,1.0,5.95132083353644,5.95132083353644,7.00990198333213,4.8307530902953,4.8307530902953,5.502912367476309,6.31069724668687,3.6568627811450805,1.0,1.0,1.0,1.0,4.8307530902953,4.8307530902953,5.502912367476309,5.95132083353644,1.0,6.5926957363067995,3.6568627811450805,6.5926957363067995,7.16875217282624,4.8307530902953,1.0,1.0,5.95132083353644,3.6568627811450805,1.0,7.00990198333213,5.95132083353644,1.0,6.31069724668687,5.502912367476309,5.95132083353644,1.0,4.8307530902953,5.95132083353644,5.95132083353644,1.0,4.8307530902953,5.296826557914089,1.0,5.95132083353644,1.0,5.502912367476309,5.502912367476309,7.16875217282624,7.637320744321059,4.8307530902953,5.95132083353644,6.5926957363067995,4.8307530902953,6.5926957363067995,7.00990198333213,6.5926957363067995,3.6568627811450805,5.95132083353644,4.8307530902953,5.95132083353644,5.95132083353644,7.451829866443781,1.0,5.95132083353644,6.31069724668687,7.451829866443781,6.31069724668687,5.502912367476309,7.00990198333213,5.95132083353644,6.31069724668687,1.0,5.95132083353644,5.502912367476309,6.5926957363067995,6.5926957363067995,4.8307530902953,4.8307530902953,1.0,3.0
GSM1512297,4.31883033491257,3.01253799722556,1.0,1.0,5.60307824018034,1.0,3.01253799722556,1.0,1.0,1.0,4.31883033491257,4.31883033491257,1.0,1.0,4.31883033491257,1.0,1.0,1.0,5.091754280674099,4.31883033491257,1.0,1.0,5.60307824018034,3.01253799722556,6.1839014304950295,5.60307824018034,5.091754280674099,1.0,6.1839014304950295,4.31883033491257,5.60307824018034,1.0,1.0,1.0,4.31883033491257,1.0,4.31883033491257,1.0,5.091754280674099,5.091754280674099,4.31883033491257,1.0,6.929589854827009,6.929589854827009,4.31883033491257,1.0,3.01253799722556,5.930235602083651,1.0,3.01253799722556,6.5926957363067995,5.60307824018034,1.0,5.60307824018034,1.0,5.930235602083651,4.31883033491257,1.0,5.091754280674099,6.5926957363067995,1.0,3.01253799722556,4.31883033491257,3.01253799722556,5.60307824018034,1.0,1.0,1.0,7.1830238737092005,7.6679723310560295,6.1839014304950295,6.1839014304950295,6.929589854827009,7.1830238737092005,5.60307824018034,7.48203407994536,7.401117450231579,6.5926957363067995,5.930235602083651,5.60307824018034,6.5926957363067995,6.41479706944582,7.6679723310560295,5.60307824018034,6.765724975969309,7.31922222526514,6.1839014304950295,4.31883033491257,6.1839014304950295,7.1830238737092005,6.765724975969309,5.091754280674099,5.60307824018034,6.1839014304950295,5.60307824018034,6.929589854827009,1.0,6.1839014304950295,4.31883033491257,4.31883033491257,3.0
GSM1512298,5.55521053124666,1.0,2.8408064193127998,2.8408064193127998,5.84277875180313,2.8408064193127998,1.0,5.25918450783208,6.12704641329226,1.0,1.0,1.0,2.8408064193127998,1.0,1.0,1.0,1.0,5.55521053124666,1.0,4.20340049449,4.8837498618336,1.0,1.0,2.8408064193127998,5.84277875180313,5.84277875180313,4.8837498618336,1.0,4.20340049449,1.0,4.20340049449,2.8408064193127998,1.0,4.20340049449,5.84277875180313,5.25918450783208,2.8408064193127998,1.0,1.0,5.55521053124666,1.0,6.12704641329226,6.7019497802489605,6.950765061147011,4.20340049449,5.55521053124666,1.0,5.25918450783208,1.0,6.35412224724696,7.42756151608703,6.35412224724696,5.55521053124666,4.20340049449,1.0,1.0,1.0,1.0,6.526037622286201,4.49708503862157,1.0,2.8408064193127998,1.0,1.0,1.0,4.8837498618336,1.0,2.8408064193127998,6.950765061147011,7.307607807164319,4.8837498618336,5.25918450783208,6.83684462380124,6.12704641329226,6.12704641329226,7.42756151608703,6.7019497802489605,7.21234511132663,4.20340049449,6.12704641329226,6.12704641329226,7.122288873202191,7.87245994994378,6.526037622286201,6.950765061147011,7.122288873202191,5.55521053124666,4.20340049449,6.526037622286201,7.637320744321059,6.12704641329226,5.84277875180313,2.8408064193127998,5.25918450783208,5.25918450783208,6.35412224724696,2.8408064193127998,7.122288873202191,4.20340049449,6.526037622286201,3.0
GSM1512299,1.0,2.2664828700708903,1.0,1.0,4.33961227631523,1.0,1.0,4.33961227631523,1.0,1.0,1.0,4.33961227631523,2.2664828700708903,1.0,5.0879582705776105,1.0,1.0,1.0,1.0,2.2664828700708903,4.33961227631523,1.0,1.0,5.0879582705776105,4.33961227631523,6.70791506999396,5.62017963186705,1.0,2.2664828700708903,1.0,4.33961227631523,4.33961227631523,2.2664828700708903,1.0,2.2664828700708903,5.62017963186705,1.0,1.0,1.0,1.0,5.0879582705776105,6.301860136231349,2.2664828700708903,2.2664828700708903,1.0,6.5233190149259,1.0,1.0,6.301860136231349,4.33961227631523,7.37092629994112,3.3427166167634903,1.0,1.0,1.0,5.62017963186705,5.0879582705776105,2.2664828700708903,4.33961227631523,2.2664828700708903,1.0,1.0,5.0879582705776105,1.0,2.2664828700708903,4.33961227631523,6.048124496074929,4.33961227631523,7.37092629994112,6.88331015134153,4.33961227631523,6.301860136231349,6.70791506999396,6.301860136231349,6.88331015134153,7.055765779938519,7.37092629994112,7.055765779938519,2.2664828700708903,6.70791506999396,2.2664828700708903,7.055765779938519,7.662567408607769,6.88331015134153,7.055765779938519,6.301860136231349,6.301860136231349,5.0879582705776105,6.301860136231349,6.88331015134153,7.055765779938519,4.33961227631523,6.5233190149259,5.62017963186705,6.70791506999396,5.62017963186705,4.33961227631523,7.37092629994112,4.33961227631523,6.301860136231349,3.0
GSM1512312,2.93660987135073,6.205997027101259,1.0,6.00348776633995,6.770670977712929,1.0,5.742668271320749,2.93660987135073,5.4179972765863,1.0,5.742668271320749,1.0,1.0,1.0,5.742668271320749,2.93660987135073,1.0,4.99277231842809,1.0,2.93660987135073,6.205997027101259,1.0,7.65026632189592,7.28772998355318,1.0,7.2617072891910395,1.0,4.39272668203959,7.4677978468856,2.93660987135073,2.93660987135073,1.0,1.0,4.39272668203959,2.93660987135073,4.99277231842809,6.70791506999396,4.39272668203959,1.0,5.742668271320749,6.00348776633995,6.561270651358281,5.742668271320749,6.205997027101259,1.0,1.0,1.0,2.93660987135073,1.0,6.00348776633995,8.19108392056525,4.99277231842809,1.0,6.205997027101259,1.0,1.0,4.39272668203959,4.39272668203959,2.93660987135073,1.0,7.31498546618062,4.99277231842809,2.93660987135073,1.0,1.0,5.742668271320749,1.0,5.4179972765863,6.770670977712929,6.361224590029969,6.00348776633995,1.0,6.641175293797821,5.4179972765863,4.99277231842809,6.361224590029969,7.04347435186857,5.742668271320749,2.93660987135073,6.4624798543122495,1.0,6.4624798543122495,6.641175293797821,6.95361668081802,6.641175293797821,6.770670977712929,7.28772998355318,1.0,2.93660987135073,6.00348776633995,6.205997027101259,4.99277231842809,1.0,5.4179972765863,1.0,5.742668271320749,4.99277231842809,6.00348776633995,2.93660987135073,4.39272668203959,1.0
GSM1512313,6.26278457291566,4.067689403898201,6.26278457291566,5.65692411312407,6.84517010725391,1.0,4.067689403898201,5.10236230656534,5.10236230656534,5.10236230656534,5.65692411312407,6.000188017799269,5.65692411312407,1.2007665602509,6.000188017799269,1.0,6.44774117344659,1.0,1.2007665602509,5.65692411312407,6.579806649238139,4.067689403898201,7.43241053357913,7.43241053357913,1.2007665602509,7.22628820335703,6.000188017799269,6.26278457291566,7.47685525905834,5.10236230656534,6.84517010725391,1.0,5.10236230656534,6.7019497802489605,4.067689403898201,5.65692411312407,6.84517010725391,5.65692411312407,1.0,7.08696471253753,7.158045257111991,1.0,6.44774117344659,6.7019497802489605,5.10236230656534,1.0,1.2007665602509,6.26278457291566,4.067689403898201,5.10236230656534,7.662567408607769,1.0,6.7019497802489605,6.000188017799269,5.10236230656534,5.10236230656534,6.26278457291566,1.2007665602509,1.2007665602509,5.65692411312407,7.22628820335703,6.000188017799269,6.000188017799269,1.2007665602509,1.0,4.067689403898201,6.000188017799269,6.44774117344659,1.0,5.65692411312407,5.10236230656534,1.0,6.84517010725391,5.10236230656534,5.10236230656534,6.26278457291566,6.7019497802489605,6.44774117344659,5.10236230656534,5.10236230656534,4.067689403898201,6.000188017799269,6.7019497802489605,6.44774117344659,6.7019497802489605,6.26278457291566,6.7019497802489605,1.0,1.2007665602509,4.067689403898201,6.7019497802489605,1.2007665602509,1.2007665602509,1.2007665602509,1.0,1.2007665602509,1.0,4.067689403898201,6.44774117344659,4.067689403898201,1.0
GSM1512314,4.84115432117052,4.84115432117052,1.0,5.637743781489901,4.84115432117052,1.0,4.84115432117052,1.0,4.84115432117052,4.84115432117052,4.84115432117052,4.84115432117052,1.0,6.14923855444917,4.84115432117052,4.84115432117052,6.14923855444917,1.0,1.0,3.06310970945248,6.14923855444917,1.0,6.14923855444917,6.14923855444917,3.06310970945248,4.84115432117052,6.14923855444917,4.84115432117052,6.84232038030683,5.637743781489901,5.637743781489901,3.06310970945248,5.637743781489901,6.5698302734724106,1.0,6.84232038030683,6.5698302734724106,4.84115432117052,1.0,6.84232038030683,4.84115432117052,6.14923855444917,4.84115432117052,5.637743781489901,4.84115432117052,6.14923855444917,6.14923855444917,4.84115432117052,1.0,5.637743781489901,6.84232038030683,4.84115432117052,6.14923855444917,4.84115432117052,1.0,4.84115432117052,6.14923855444917,6.14923855444917,3.06310970945248,1.0,6.14923855444917,6.5698302734724106,1.0,6.84232038030683,4.84115432117052,1.0,1.0,4.84115432117052,3.06310970945248,6.5698302734724106,7.04347435186857,4.84115432117052,7.186932107151691,5.637743781489901,4.84115432117052,7.04347435186857,7.67335708002087,6.84232038030683,4.84115432117052,6.14923855444917,5.637743781489901,6.5698302734724106,6.14923855444917,7.186932107151691,7.04347435186857,7.186932107151691,5.637743781489901,1.0,1.0,6.14923855444917,7.04347435186857,4.84115432117052,4.84115432117052,6.14923855444917,1.0,4.84115432117052,4.84115432117052,7.04347435186857,5.637743781489901,4.84115432117052,1.0
