,hsa-let-7b*,hsa-let-7f-2*,hsa-miR-10b*,hsa-miR-1238,hsa-miR-1245,hsa-miR-1246,hsa-miR-1258,hsa-miR-126*,hsa-miR-1262,hsa-miR-1279,hsa-miR-1282,hsa-miR-1283,hsa-miR-1290,hsa-miR-1291,hsa-miR-1299,hsa-miR-130b*,hsa-miR-132*,hsa-miR-133a,hsa-miR-133b,hsa-miR-135b,hsa-miR-136*,hsa-miR-142-3p,hsa-miR-1468,hsa-miR-154,hsa-miR-155*,hsa-miR-1825,hsa-miR-190b,hsa-miR-196a,hsa-miR-199b-5p,hsa-miR-200a,hsa-miR-204,hsa-miR-21*,hsa-miR-23a*,hsa-miR-26a-2*,hsa-miR-26b*,hsa-miR-298,hsa-miR-29b-1*,hsa-miR-29c*,hsa-miR-302a,hsa-miR-302b,hsa-miR-302d,hsa-miR-31,hsa-miR-31*,hsa-miR-330-5p,hsa-miR-335*,hsa-miR-340*,hsa-miR-34a,hsa-miR-373,hsa-miR-375,hsa-miR-376a*,hsa-miR-382,hsa-miR-450a,hsa-miR-450b-5p,hsa-miR-454*,hsa-miR-455-3p,hsa-miR-455-5p,hsa-miR-483-3p,hsa-miR-488,hsa-miR-488*,hsa-miR-489,hsa-miR-491-3p,hsa-miR-508-3p,hsa-miR-509-3p,hsa-miR-515-3p,hsa-miR-515-5p,hsa-miR-518a-5p,hsa-miR-518d-3p,hsa-miR-518d-5p,hsa-miR-519b-5p,hsa-miR-520c-3p,hsa-miR-520d-3p,hsa-miR-520d-5p,hsa-miR-520f,hsa-miR-522,hsa-miR-545*,hsa-miR-556-3p,hsa-miR-556-5p,hsa-miR-564,hsa-miR-566,hsa-miR-568,hsa-miR-576-5p,hsa-miR-578,hsa-miR-581,hsa-miR-589,hsa-miR-598,hsa-miR-601,hsa-miR-609,hsa-miR-613,hsa-miR-615-3p,hsa-miR-629,hsa-miR-644,hsa-miR-646,hsa-miR-876-3p,hsa-miR-889,hsa-miR-892b,hsa-miR-9,hsa-miR-933,hsa-miR-942,hsa-miR-96*,hsa-miR-98,
GSM1512811,3.0107245,18.55981888,45.5664919,122.4606768,45.5664919,1,54.99451859,1,1,1,129.1165396,32.02216397,1,54.99451859,150.8343661,1,63.87917064,63.87917064,32.02216397,1,26.65490944,45.5664919,26.65490944,3.0107245,1,178.4196854,54.99451859,63.87917064,95.6684938,1,45.5664919,45.5664919,129.1165396,10.53789323,26.65490944,115.3965682,1,37.58555767,45.5664919,78.6770734,45.5664919,32.02216397,18.55981888,32.02216397,1,26.65490944,10.53789323,95.6684938,71.12607245,1,156.9697331,1,1,71.12607245,86.15085796,78.6770734,95.6684938,63.87917064,1,26.65490944,32.02216397,45.5664919,63.87917064,63.87917064,37.58555767,78.6770734,1,3.0107245,45.5664919,32.02216397,187.6618208,45.5664919,1,78.6770734,1,45.5664919,32.02216397,10.53789323,54.99451859,10.53789323,1,54.99451859,78.6770734,45.5664919,230.8686845,71.12607245,37.58555767,3.0107245,54.99451859,156.9697331,37.58555767,37.58555767,54.99451859,45.5664919,3.0107245,45.5664919,63.87917064,3.0107245,37.58555767,135.5869876,1
GSM1512812,90.55171592,47.94018112,1,47.94018112,47.94018112,29.14227836,56.12559581,19.39537655,1,47.94018112,132.3444948,1.958293613,29.14227836,73.45638704,143.9192088,1,38.87059104,19.39537655,1,29.14227836,11.16754051,82.51310772,29.14227836,1,1.958293613,181.6127264,143.9192088,56.12559581,99.21854147,38.87059104,56.12559581,1,56.12559581,19.39537655,47.94018112,1,11.16754051,29.14227836,64.4721163,90.55171592,1.958293613,47.94018112,1,38.87059104,64.4721163,29.14227836,19.39537655,47.94018112,115.8593899,1,99.21854147,90.55171592,29.14227836,143.9192088,64.4721163,73.45638704,108.3977598,99.21854147,164.0164442,11.16754051,1,38.87059104,29.14227836,47.94018112,108.3977598,11.16754051,1,1.958293613,29.14227836,47.94018112,82.51310772,1,82.51310772,38.87059104,1,11.16754051,1,1,64.4721163,73.45638704,1,73.45638704,186.9661582,64.4721163,203.1317922,38.87059104,99.21854147,11.16754051,158.2318875,151.2383222,29.14227836,124.1627741,64.4721163,29.14227836,64.4721163,1,82.51310772,90.55171592,90.55171592,138.3229266,1
GSM1512813,39.63274547,71.23093422,8.021687321,137.9506673,1,48.89537655,1,64.35605338,16.36630124,1,100.2480934,80.17516683,8.021687321,161.0760248,80.17516683,1,56.91444233,71.23093422,1,24.84485224,24.84485224,168.0278837,39.63274547,56.91444233,1,16.36630124,137.9506673,71.23093422,168.0278837,31.90014299,24.84485224,1,39.63274547,24.84485224,71.23093422,80.17516683,1,39.63274547,113.7476168,131.5340801,48.89537655,1,1,88.04599619,100.2480934,31.90014299,1,56.91444233,71.23093422,1,137.9506673,48.89537655,1,56.91444233,1,156.9697331,24.84485224,64.35605338,88.04599619,24.84485224,94.48236416,48.89537655,94.48236416,16.36630124,1,1,39.63274547,31.90014299,1,24.84485224,187.6618208,8.021687321,106.8188751,64.35605338,1,71.23093422,39.63274547,1,56.91444233,80.17516683,1,8.021687321,145.7808627,24.84485224,177.7790753,31.90014299,94.48236416,39.63274547,31.90014299,209.7690658,71.23093422,48.89537655,48.89537655,1,16.36630124,48.89537655,1,48.89537655,94.48236416,161.0760248,1
GSM1512814,86.72664442,68.55695901,50.83817922,50.83817922,1,1,33.50548141,1,16.20424214,1,251.0748332,1,1,143.9192088,33.50548141,1,68.55695901,159.1684938,1,1,1,16.20424214,50.83817922,68.55695901,16.20424214,106.2542898,50.83817922,33.50548141,68.55695901,1,1,43.71377502,16.20424214,1,1,1,16.20424214,1,106.2542898,68.55695901,1,33.50548141,1,1,68.55695901,1,1,50.83817922,68.55695901,16.20424214,1,68.55695901,1,33.50548141,1,94.65753098,106.2542898,16.20424214,68.55695901,174.0750715,33.50548141,33.50548141,68.55695901,1,50.83817922,50.83817922,16.20424214,1,86.72664442,33.50548141,106.2542898,1,68.55695901,86.72664442,1,1,1,1,86.72664442,1,1,50.83817922,106.2542898,16.20424214,106.2542898,68.55695901,33.50548141,68.55695901,50.83817922,143.9192088,128.1846997,23.07793136,1,68.55695901,182.9132507,1,68.55695901,1,1,68.55695901,1
GSM1512815,39.33531935,72.48403241,24.15181125,100.5798379,24.15181125,24.15181125,39.33531935,24.15181125,55.60653003,24.15181125,111.6422784,1,1,79.40157293,157.4196854,13.61892278,9.454957102,72.48403241,55.60653003,24.15181125,9.454957102,55.60653003,9.454957102,1,9.454957102,199.8906101,1,55.60653003,39.33531935,33.50548141,1,66.23760724,24.15181125,55.60653003,1,39.33531935,1,1,100.5798379,1,24.15181125,87.18612965,55.60653003,1,1,1,24.15181125,9.454957102,24.15181125,1,55.60653003,1,1,45.90967588,24.15181125,118.2747855,111.6422784,72.48403241,39.33531935,87.18612965,9.454957102,1,9.454957102,24.15181125,45.90967588,1,1,55.60653003,72.48403241,33.50548141,151.2383222,39.33531935,24.15181125,39.33531935,1,100.5798379,72.48403241,55.60653003,72.48403241,24.15181125,1,55.60653003,124.4158723,87.18612965,137.9506673,87.18612965,1,1,9.454957102,137.9506673,55.60653003,100.5798379,1,24.15181125,87.18612965,1,124.4158723,9.454957102,72.48403241,9.454957102,1
GSM1512816,1,28.52264061,1,78.6770734,11.61320305,1,11.61320305,1,78.6770734,1,78.6770734,78.6770734,60.47044805,11.61320305,11.61320305,11.61320305,43.60367016,43.60367016,11.61320305,43.60367016,43.60367016,1,1,11.61320305,1,147.9895138,43.60367016,114.4361296,114.4361296,1,43.60367016,1,96.88965682,1,43.60367016,11.61320305,1,43.60367016,78.6770734,1,96.88965682,43.60367016,28.52264061,78.6770734,60.47044805,60.47044805,11.61320305,60.47044805,114.4361296,60.47044805,78.6770734,1,1,96.88965682,28.52264061,208.82102,78.6770734,67.75190658,28.52264061,60.47044805,28.52264061,1,60.47044805,11.61320305,11.61320305,11.61320305,11.61320305,22.20662536,53.89823642,43.60367016,147.9895138,43.60367016,1,43.60367016,1,60.47044805,1,28.52264061,114.4361296,60.47044805,1,96.88965682,134.0893708,1,60.47044805,90.14370829,78.6770734,43.60367016,96.88965682,78.6770734,43.60367016,147.9895138,114.4361296,1,114.4361296,11.61320305,11.61320305,28.52264061,78.6770734,11.61320305,1
GSM1512817,42.55409914,21.392755,1,73.21234509,32.1556244,21.392755,42.55409914,1,1,32.1556244,32.1556244,92.50452812,10.02693041,52.76382269,21.392755,32.1556244,1,10.02693041,52.76382269,1,1,73.21234509,10.02693041,10.02693041,21.392755,183.5674452,10.02693041,63.15490944,32.1556244,1,1,32.1556244,73.21234509,1,10.02693041,63.15490944,10.02693041,42.55409914,52.76382269,10.02693041,1,32.1556244,46.02025739,1,52.76382269,1,10.02693041,21.392755,92.50452812,10.02693041,79.53122021,1,10.02693041,59.16801716,38.68755958,108.992612,149.5090562,83.65514776,100.7271211,73.21234509,1,42.55409914,73.21234509,1,21.392755,119.8605815,32.1556244,10.02693041,100.7271211,52.76382269,216.8524786,1.622735939,1,52.76382269,1,63.15490944,73.21234509,52.76382269,131.7893232,42.55409914,1,46.02025739,119.8605815,10.02693041,108.992612,52.76382269,63.15490944,10.02693041,10.02693041,131.7893232,32.1556244,83.65514776,10.02693041,1,63.15490944,1,100.7271211,1,149.5090562,1,1
GSM1512818,80.28789323,52.76382269,12.65228789,66.59032412,1,26.74857007,1,1,1,1,39.81244042,39.81244042,12.65228789,52.76382269,115.2018589,1,2.907769304,108.6074833,39.81244042,1,12.65228789,1,39.81244042,1,1,221.6956625,52.76382269,39.81244042,91.95162059,1,1,39.81244042,52.76382269,1,26.74857007,66.59032412,1,12.65228789,99.4549571,1,1,52.76382269,66.59032412,66.59032412,1,80.28789323,39.81244042,31.90014299,80.28789323,1,80.28789323,12.65228789,39.81244042,39.81244042,66.59032412,12.65228789,136.743327,1,52.76382269,104.0486177,1,39.81244042,1,66.59032412,66.59032412,1,1,80.28789323,1,12.65228789,136.743327,12.65228789,26.74857007,104.0486177,1,12.65228789,91.95162059,52.76382269,66.59032412,66.59032412,1,115.2018589,125.8703527,12.65228789,91.95162059,1,39.81244042,39.81244042,52.76382269,104.0486177,31.90014299,115.2018589,1,1,66.59032412,12.65228789,115.2018589,66.59032412,91.95162059,136.743327,1
GSM1512819,3.113679695,31.77812202,57.12607245,130.32102,1,1,1,1,15.3014776,1,122.9501907,48.27383222,38.3100572,48.27383222,57.12607245,1,15.3014776,77.60319352,3.113679695,3.113679695,38.3100572,45.47497617,1,1,1,193.457817,57.12607245,15.3014776,38.3100572,64.59056244,3.113679695,57.12607245,64.59056244,1,57.12607245,57.12607245,27.12607245,38.3100572,27.12607245,3.113679695,15.3014776,68.7242612,27.12607245,15.3014776,1,1,1,38.3100572,57.12607245,1,15.3014776,1,1,77.60319352,77.60319352,57.12607245,116.5927073,15.3014776,68.7242612,57.12607245,38.3100572,1,1,1,38.3100572,57.12607245,38.3100572,116.5927073,15.3014776,3.113679695,77.60319352,1,1,38.3100572,1,7.693279314,27.12607245,68.7242612,77.60319352,1,1,77.60319352,96.71806482,85.73331745,116.5927073,77.60319352,3.113679695,27.12607245,38.3100572,136.1746902,68.7242612,136.1746902,1,1,77.60319352,1,96.71806482,15.3014776,105.0531459,96.71806482,1
GSM1512820,103.6947092,1,40.5407531,137.1608675,1,1,26.65490944,40.5407531,1,1,26.65490944,1,1,109.4196854,69.20090562,1,54.79051478,54.79051478,16.65800763,1,7.069828408,54.79051478,1,26.65490944,1,176.0235939,69.20090562,122.2011439,112.5664919,1,12.07769304,1,69.20090562,122.2011439,54.79051478,26.65490944,26.65490944,1,54.79051478,40.5407531,26.65490944,69.20090562,79.8014776,1,26.65490944,1,1,54.79051478,54.79051478,1,26.65490944,1,1,54.79051478,40.5407531,54.79051478,147.2969495,26.65490944,79.8014776,122.2011439,1,54.79051478,1,1,91.95162059,26.65490944,12.07769304,26.65490944,1,26.65490944,122.2011439,54.79051478,1,26.65490944,1,7.069828408,26.65490944,12.07769304,79.8014776,54.79051478,64.93398475,54.79051478,69.20090562,79.8014776,147.2969495,112.5664919,12.07769304,26.65490944,91.95162059,153.9840324,79.8014776,122.2011439,69.20090562,1,1,26.65490944,112.5664919,91.95162059,26.65490944,153.9840324,1
GSM1512821,41.10271687,55.24094376,55.24094376,41.10271687,1,25.92397521,83.79432793,41.10271687,1,1,25.92397521,1,1,83.79432793,41.10271687,10.22521449,55.24094376,107.6280982,25.92397521,55.24094376,1,107.6280982,10.22521449,1,1,202.371306,69.97497617,83.79432793,83.79432793,1,25.92397521,25.92397521,96.32102002,107.6280982,25.92397521,55.24094376,25.92397521,41.10271687,83.79432793,83.79432793,41.10271687,83.79432793,116.5927073,1,25.92397521,55.24094376,10.22521449,1,55.24094376,10.22521449,41.10271687,25.92397521,10.22521449,69.97497617,107.6280982,35.07268827,83.79432793,55.24094376,96.32102002,83.79432793,1,25.92397521,69.97497617,1,83.79432793,107.6280982,10.22521449,1,55.24094376,55.24094376,158.7001907,10.22521449,1,83.79432793,10.22521449,41.10271687,10.22521449,55.24094376,55.24094376,25.92397521,1,69.97497617,124.4158723,25.92397521,142.5092946,41.10271687,55.24094376,55.24094376,55.24094376,142.5092946,25.92397521,116.5927073,55.24094376,1,55.24094376,1,96.32102002,107.6280982,1,170.0259771,1
GSM1512822,134.0893708,267.979266,59.97878932,200.750715,1,49.4549571,113.5302669,17.31768351,1,39.05934223,162.0412297,1,1,134.0893708,162.0412297,39.05934223,17.31768351,59.97878932,113.5302669,134.0893708,59.97878932,1,113.5302669,17.31768351,17.31768351,503.4635367,85.36820782,399.1719495,113.5302669,1,39.05934223,1,59.97878932,28.1470448,1064.196854,59.97878932,85.36820782,85.36820782,1,59.97878932,72.26668255,39.05934223,1,17.31768351,267.979266,59.97878932,28.1470448,1,267.979266,1,503.4635367,503.4635367,1,49.4549571,98.27287893,842.5276454,49.4549571,72.26668255,59.97878932,85.36820782,59.97878932,1,17.31768351,39.05934223,113.5302669,8.262392755,1,1,1,17.31768351,842.5276454,17.31768351,85.36820782,59.97878932,1,113.5302669,8.262392755,1,85.36820782,8.262392755,162.0412297,98.27287893,267.979266,1,113.5302669,162.0412297,113.5302669,267.979266,59.97878932,98.27287893,113.5302669,85.36820782,85.36820782,49.4549571,98.27287893,399.1719495,113.5302669,162.0412297,59.97878932,59.97878932,1
GSM1512823,6.087940896,6.087940896,1,58.17731173,17.97068637,115.3965682,1,58.17731173,1,1,115.3965682,31.49523356,58.17731173,74.86820782,6.087940896,44.63989514,1,173.5064347,31.49523356,173.5064347,58.17731173,1,173.5064347,6.087940896,58.17731173,140.0402765,1,31.49523356,93.60176358,17.97068637,140.0402765,6.087940896,31.49523356,31.49523356,115.3965682,74.86820782,31.49523356,173.5064347,1,1,31.49523356,6.087940896,58.17731173,140.0402765,93.60176358,74.86820782,74.86820782,1,436.5612488,17.97068637,93.60176358,58.17731173,58.17731173,93.60176358,58.17731173,436.5612488,223.6699237,140.0402765,1,74.86820782,31.49523356,31.49523356,93.60176358,93.60176358,6.087940896,17.97068637,1,1,31.49523356,1,173.5064347,17.97068637,74.86820782,223.6699237,1,93.60176358,44.63989514,58.17731173,58.17731173,6.087940896,140.0402765,223.6699237,140.0402765,1,140.0402765,93.60176358,115.3965682,31.49523356,6.087940896,93.60176358,140.0402765,44.63989514,17.97068637,31.49523356,551.0233556,140.0402765,58.17731173,173.5064347,93.60176358,31.49523356,1
GSM1512824,199.8906101,63.73617731,1,436.5612488,9.145138227,22.95019066,50.20638704,1,1,122.9501907,295.3722593,1,50.20638704,36.92183031,199.8906101,36.92183031,80.80529075,80.80529075,122.9501907,122.9501907,63.73617731,50.20638704,639.4840324,22.95019066,80.80529075,295.3722593,36.92183031,63.73617731,436.5612488,1,80.80529075,1,36.92183031,295.3722593,295.3722593,36.92183031,122.9501907,153.9840324,36.92183031,153.9840324,1,1,122.9501907,122.9501907,80.80529075,80.80529075,101.4525739,80.80529075,122.9501907,1,101.4525739,63.73617731,1,295.3722593,22.95019066,639.4840324,153.9840324,32.02216397,36.92183031,22.95019066,80.80529075,80.80529075,80.80529075,22.95019066,199.8906101,22.95019066,1,36.92183031,122.9501907,80.80529075,436.5612488,80.80529075,22.95019066,153.9840324,1,50.20638704,22.95019066,1,122.9501907,22.95019066,22.95019066,153.9840324,831.567326,36.92183031,199.8906101,153.9840324,122.9501907,1,122.9501907,122.9501907,639.4840324,50.20638704,80.80529075,9.145138227,80.80529075,199.8906101,199.8906101,295.3722593,9.145138227,1,1
GSM1512825,32.02216397,8.533126787,42.55409914,155.6465682,32.02216397,66.86725453,201.6108198,1,8.533126787,20.31482364,318.2790753,1,1,74.38751192,318.2790753,1,53.70376549,95.36344137,95.36344137,201.6108198,8.533126787,66.86725453,168.0278837,32.02216397,1,417.4251668,66.86725453,110.3941849,249.4020496,32.02216397,201.6108198,1,20.31482364,103.6947092,249.4020496,20.31482364,20.31482364,228.5402765,42.55409914,1,42.55409914,95.36344137,42.55409914,66.86725453,201.6108198,110.3941849,42.55409914,135.2700191,201.6108198,1,518.5471878,80.664204,32.02216397,95.36344137,66.86725453,1031.882269,80.664204,249.4020496,1,80.664204,20.31482364,1,119.0188275,119.0188275,95.36344137,95.36344137,1,1,20.31482364,155.6465682,709.5138227,42.55409914,709.5138227,66.86725453,53.70376549,66.86725453,1,20.31482364,36.12797903,1,168.0278837,110.3941849,277.1594376,20.31482364,135.2700191,318.2790753,42.55409914,42.55409914,1,373.3941849,119.0188275,135.2700191,53.70376549,32.02216397,66.86725453,201.6108198,80.664204,32.02216397,53.70376549,32.02216397,1
GSM1512826,47.40443279,132.9176597,1,1064.196854,35.60271687,13.38250715,162.0412297,61.79242135,132.9176597,35.60271687,1064.196854,61.79242135,1,77.8948999,1064.196854,61.79242135,61.79242135,35.60271687,93.80004766,333.2125834,1,1,61.79242135,162.0412297,1,198.0960439,198.0960439,13.38250715,93.80004766,61.79242135,132.9176597,35.60271687,1,93.80004766,61.79242135,93.80004766,1,47.40443279,47.40443279,93.80004766,93.80004766,13.38250715,93.80004766,725.0910391,111.6422784,93.80004766,1,35.60271687,93.80004766,47.40443279,132.9176597,111.6422784,35.60271687,93.80004766,47.40443279,333.2125834,198.0960439,575.0875834,3.229980934,93.80004766,257.9065777,333.2125834,24.45877026,93.80004766,1,35.60271687,1,61.79242135,13.38250715,77.8948999,93.80004766,1,77.8948999,162.0412297,1,1,61.79242135,13.38250715,93.80004766,61.79242135,172.3138704,35.60271687,1191.899071,1,61.79242135,93.80004766,24.45877026,35.60271687,47.40443279,61.79242135,132.9176597,77.8948999,198.0960439,13.38250715,448.4192088,93.80004766,3.229980934,333.2125834,61.79242135,1,1
GSM1512827,147.9895138,35.60271687,50.73331745,228.5402765,1,10.12225929,1.527407054,1,1,166.4754528,228.5402765,35.60271687,1,385.7962345,116.3601049,1,17.64585319,17.64585319,50.73331745,116.3601049,1,17.64585319,385.7962345,1,70.38894185,385.7962345,50.73331745,42.72378456,81.20900858,1.527407054,81.20900858,1.527407054,50.73331745,1,131.5340801,116.3601049,81.20900858,50.73331745,35.60271687,97.62893232,42.72378456,70.38894185,228.5402765,42.72378456,70.38894185,131.5340801,26.56124881,1,188.992612,1,97.62893232,97.62893232,1.527407054,50.73331745,228.5402765,56.91444233,97.62893232,97.62893232,97.62893232,228.5402765,35.60271687,1,97.62893232,26.56124881,303.8851287,50.73331745,17.64585319,70.38894185,26.56124881,1.527407054,1506.186845,10.12225929,26.56124881,97.62893232,1,131.5340801,35.60271687,50.73331745,81.20900858,10.12225929,42.72378456,539.8637989,70.38894185,17.64585319,228.5402765,97.62893232,70.38894185,81.20900858,228.5402765,70.38894185,147.9895138,131.5340801,17.64585319,35.60271687,35.60271687,228.5402765,761.8145853,147.9895138,17.64585319,42.72378456,1
GSM1512828,539.8637989,385.7962345,37.37964728,385.7962345,23.07793136,81.77383222,127.1418017,1,1,1,64.93398475,23.07793136,1,127.1418017,50.60557674,1,127.1418017,127.1418017,50.60557674,9.565538608,9.565538608,50.60557674,81.77383222,1,269.7962345,102.1827931,1,50.60557674,235.9716397,64.93398475,81.77383222,1,50.60557674,64.93398475,23.07793136,1,1,23.07793136,23.07793136,127.1418017,1,1,269.7962345,50.60557674,127.1418017,23.07793136,81.77383222,50.60557674,162.0412297,1,81.77383222,385.7962345,9.565538608,197.2828885,162.0412297,162.0412297,197.2828885,64.93398475,127.1418017,23.07793136,50.60557674,1,162.0412297,50.60557674,162.0412297,37.37964728,81.77383222,50.60557674,50.60557674,23.07793136,1232.595567,64.93398475,127.1418017,9.565538608,1,81.77383222,1,64.93398475,81.77383222,50.60557674,50.60557674,23.07793136,984.2747855,1,269.7962345,197.2828885,81.77383222,50.60557674,37.37964728,1,50.60557674,50.60557674,37.37964728,64.93398475,127.1418017,81.77383222,197.2828885,539.8637989,9.565538608,1,1
GSM1512829,160.1756435,57.12607245,10.12225929,83.04003813,1,141.8191134,1,1,10.12225929,57.12607245,266.1622974,33.3529552,10.12225929,83.04003813,69.56744519,1,1,10.12225929,45.78384175,83.04003813,20.84103908,83.04003813,1,33.3529552,33.3529552,176.5810296,297.3987131,124.900143,57.12607245,33.3529552,83.04003813,1,45.78384175,109.9940419,33.3529552,45.78384175,141.8191134,109.9940419,83.04003813,211.7959962,109.9940419,69.56744519,109.9940419,10.12225929,83.04003813,10.12225929,33.3529552,1,109.9940419,10.12225929,97.35438513,109.9940419,69.56744519,1,83.04003813,141.8191134,1,141.8191134,124.900143,10.12225929,10.12225929,69.56744519,1,57.12607245,33.3529552,20.84103908,33.3529552,45.78384175,1,45.78384175,358.6603908,1,45.78384175,97.35438513,45.78384175,57.12607245,57.12607245,1,1,33.3529552,10.12225929,141.8191134,160.1756435,10.12225929,176.5810296,124.900143,266.1622974,194.2168732,33.3529552,249.4020496,33.3529552,97.35438513,83.04003813,1,1,124.900143,109.9940419,124.900143,1,45.78384175,1
GSM1512830,50.38608198,55.24094376,50.38608198,9.80386082,25.22616778,1,1,1,1,1,19.04837941,68.89156339,1,174.0750715,1,1,1,30.6093899,1,1,30.6093899,1,1,1,40.88203051,50.38608198,9.80386082,1,25.22616778,50.38608198,1,40.88203051,1,1,1.413012393,123.6017636,1,13.05838894,1.413012393,1.413012393,1,166.4754528,203.1317922,1,9.80386082,9.80386082,1,1,1,1,1,1,60.69923737,40.88203051,190.4988084,19.04837941,1,1.413012393,136.4590086,221.6956625,109.2061487,1,1,1,156.5197807,152.4587703,115.5912774,190.4988084,106.029552,1,19.04837941,30.6093899,1,1,1,19.04837941,123.6017636,136.4590086,129.1165396,84.15324118,1,13.05838894,36.12797903,80.80529075,19.04837941,13.05838894,1,5.790514776,96.32102002,87.58079123,30.6093899,352.6241659,1.413012393,19.04837941,30.6093899,1,315.8877502,19.04837941,119.0188275,9.80386082,1
GSM1512831,1,90.34771211,95.82530982,1,1,1,1,1,1,20.31482364,1,106.9907054,26.85915157,402.6530029,1,26.85915157,13.50071497,1,26.85915157,26.85915157,37.12607245,13.50071497,1,20.31482364,13.50071497,1,7.197569113,1,60.69923737,37.12607245,1,106.9907054,1,1,1,289.164204,1,32.42826501,1,53.89823642,60.69923737,254.4806959,26.85915157,1,1,72.8229266,1,13.50071497,60.69923737,47.11272641,1,1,172.9101525,37.12607245,335.8405624,41.87440419,1,13.50071497,20.31482364,335.8405624,146.127979,1,13.50071497,20.31482364,315.8877502,370.2752622,78.81053384,72.8229266,72.8229266,1,1,1,84.31911344,13.50071497,1,60.69923737,130.32102,475.5993804,273.3520019,101.057674,1,1,47.11272641,125.5855577,37.12607245,13.50071497,7.197569113,26.85915157,90.34771211,1,95.82530982,854.1147521,1,37.12607245,32.42826501,60.69923737,915.8710677,32.42826501,165.0383699,1,1
GSM1512832,1,101.2409438,46.22020972,5.429218303,36.12797903,1,14.30910391,1,1,25.07745472,1,111.8901335,1,149.9225453,25.07745472,1,1,1,1,64.35605338,81.92588179,1,46.22020972,54.99451859,54.99451859,5.429218303,1,14.30910391,61.21711153,64.35605338,25.07745472,142.8829838,1,5.429218303,1,134.0893708,1,1,1,46.22020972,1,165.5264538,36.12797903,72.26668255,1,25.07745472,36.12797903,1,54.99451859,54.99451859,5.429218303,1,123.8822688,1,165.5264538,36.12797903,1,36.12797903,111.8901335,406.2043613,134.0893708,14.30910391,25.07745472,36.12797903,293.3458055,165.5264538,46.22020972,91.56601525,54.99451859,1,1,1,54.99451859,36.12797903,1,46.22020972,91.56601525,134.0893708,134.0893708,91.56601525,14.30910391,25.07745472,111.8901335,64.35605338,14.30910391,36.12797903,36.12797903,25.07745472,25.07745472,14.30910391,14.30910391,668.8443756,1,1,111.8901335,14.30910391,452.6994757,46.22020972,101.2409438,1,1
GSM1512837,13.50071497,23.76453765,63.44065777,1,30.14942803,1,1,1,1,6.461630124,1,66.68755958,1,98.27287893,2.787654909,1,1,35.35104862,27.23856053,1,56.02430887,1,1,1,2.787654909,72.17897998,1,1,16.44447092,96.32102002,1,79.9420877,1,1,16.44447092,98.27287893,1,1,1,1,1,145.0706625,134.3796473,74.11081983,1,1,1,10.22521449,1,1,1,1,40.74285033,1,145.0706625,19.7886082,45.37202097,2.787654909,88.37392755,171.1546711,42.72378456,1,1,2.787654909,138.6792183,183.5674452,52.98522402,110.3941849,152.0505243,1,1,56.02430887,1,1,1,1,101.664204,153.9840324,104.0486177,58.80243089,1,1,1,79.9420877,6.461630124,1,1,1,48.27383222,66.68755958,23.76453765,232.1043851,1,81.92588179,32.84389895,1,192.7333174,10.22521449,113.5302669,1,3
GSM1512840,27.45781697,1,97.35438513,35.90157293,88.73999047,1,1,1,1,9.346758818,1,97.35438513,1,79.25476644,1,9.346758818,18.6684938,1,27.45781697,1,35.90157293,42.72378456,1,1,27.45781697,69.20090562,9.346758818,1,97.35438513,97.35438513,1,60.33865586,35.90157293,1,1,79.25476644,27.45781697,1,1,9.346758818,1,117.0545758,106.029552,18.6684938,42.72378456,27.45781697,1,35.90157293,1,1,60.33865586,1,27.45781697,35.90157293,169.0083413,18.6684938,106.029552,35.90157293,50.47783603,161.0760248,97.35438513,1,9.346758818,1,125.5855577,283.0533842,1,130.32102,177.7790753,18.6684938,1,1,1,1,9.346758818,18.6684938,152.0505243,145.4337464,79.25476644,42.72378456,1,9.346758818,1,60.33865586,79.25476644,1,1,1,60.33865586,79.25476644,35.90157293,152.0505243,1,42.72378456,60.33865586,1,209.7690658,1,69.20090562,50.47783603,3
GSM1512847,34.29003813,20.00595806,20.00595806,6.558865586,34.29003813,83.79432793,1,6.558865586,34.29003813,51.25571973,1,51.25571973,34.29003813,119.6382269,20.00595806,1,6.558865586,1,101.2409438,51.25571973,67.99213537,51.25571973,1,34.29003813,34.29003813,34.29003813,101.2409438,1,6.558865586,190.4988084,1,51.25571973,20.00595806,20.00595806,34.29003813,51.25571973,1,1,1,20.00595806,51.25571973,119.6382269,101.2409438,6.558865586,6.558865586,1,1,1,34.29003813,1,20.00595806,20.00595806,1,34.29003813,67.99213537,67.99213537,6.558865586,83.79432793,51.25571973,222.6827931,67.99213537,67.99213537,34.29003813,1,143.5879409,143.5879409,1,83.79432793,376.5131077,13.05838894,101.2409438,1,1,67.99213537,51.25571973,1,83.79432793,101.2409438,51.25571973,51.25571973,1,13.05838894,1,119.6382269,6.558865586,83.79432793,67.99213537,101.2409438,1,20.00595806,67.99213537,34.29003813,1,83.79432793,83.79432793,20.00595806,143.5879409,6.558865586,1,1,3
