,hsa-let-7b*,hsa-let-7f-2*,hsa-miR-10b*,hsa-miR-1238,hsa-miR-1245,hsa-miR-1246,hsa-miR-1258,hsa-miR-126*,hsa-miR-1262,hsa-miR-1279,hsa-miR-1282,hsa-miR-1283,hsa-miR-1290,hsa-miR-1291,hsa-miR-1299,hsa-miR-130b*,hsa-miR-132*,hsa-miR-133a,hsa-miR-133b,hsa-miR-135b,hsa-miR-136*,hsa-miR-142-3p,hsa-miR-1468,hsa-miR-154,hsa-miR-155*,hsa-miR-1825,hsa-miR-190b,hsa-miR-196a,hsa-miR-199b-5p,hsa-miR-200a,hsa-miR-204,hsa-miR-21*,hsa-miR-23a*,hsa-miR-26a-2*,hsa-miR-26b*,hsa-miR-298,hsa-miR-29b-1*,hsa-miR-29c*,hsa-miR-302a,hsa-miR-302b,hsa-miR-302d,hsa-miR-31,hsa-miR-31*,hsa-miR-330-5p,hsa-miR-335*,hsa-miR-340*,hsa-miR-34a,hsa-miR-373,hsa-miR-375,hsa-miR-376a*,hsa-miR-382,hsa-miR-450a,hsa-miR-450b-5p,hsa-miR-454*,hsa-miR-455-3p,hsa-miR-455-5p,hsa-miR-483-3p,hsa-miR-488,hsa-miR-488*,hsa-miR-489,hsa-miR-491-3p,hsa-miR-508-3p,hsa-miR-509-3p,hsa-miR-515-3p,hsa-miR-515-5p,hsa-miR-518a-5p,hsa-miR-518d-3p,hsa-miR-518d-5p,hsa-miR-519b-5p,hsa-miR-520c-3p,hsa-miR-520d-3p,hsa-miR-520d-5p,hsa-miR-520f,hsa-miR-522,hsa-miR-545*,hsa-miR-556-3p,hsa-miR-556-5p,hsa-miR-564,hsa-miR-566,hsa-miR-568,hsa-miR-576-5p,hsa-miR-578,hsa-miR-581,hsa-miR-589,hsa-miR-598,hsa-miR-601,hsa-miR-609,hsa-miR-613,hsa-miR-615-3p,hsa-miR-629,hsa-miR-644,hsa-miR-646,hsa-miR-876-3p,hsa-miR-889,hsa-miR-892b,hsa-miR-9,hsa-miR-933,hsa-miR-942,hsa-miR-96*,hsa-miR-98,
GSM1512478,1,1,47.00786463,26.99261201,47.00786463,1,5.92778837,1,9.238560534,1,1,111.8901335,1,80.40061964,120.6453765,1,1,9.238560534,42.47020972,1,2.787654909,1,1,1,26.99261201,67.87011439,9.238560534,1,1,32.02216397,1,128.8021926,57.4978551,1,1,59.03074357,1,1,1,1,5.92778837,124.900143,151.6422784,37.58555767,1,1,32.02216397,22.50357483,32.02216397,1,111.8901335,1,57.4978551,32.02216397,167.4821258,1,32.02216397,1,67.87011439,80.40061964,90.98450906,2.787654909,1,1,116.3601049,229.7044805,32.02216397,167.4821258,47.00786463,1,2.787654909,59.03074357,1,1,22.50357483,1,209.7690658,215.9218303,128.8021926,37.58555767,18.32530982,1,57.4978551,86.00786463,32.02216397,18.32530982,9.238560534,1,1,32.02216397,47.00786463,373.3941849,22.50357483,52.3443756,70.62940896,14.03836988,209.7690658,1,74.70042898,1,3
GSM1512480,1,1,68.7242612,94.15276454,42.39966635,5.541229743,5.541229743,1,13.78670162,1,1,60.22259295,1,51.164204,100.8744042,13.78670162,1,77.34199237,51.164204,1,1,23.43827455,9.238560534,1,33.50548141,100.8744042,1,1,1,51.164204,1,86.42874166,68.7242612,1,23.43827455,77.34199237,60.22259295,13.78670162,1,1,1,86.42874166,124.4158723,60.22259295,33.50548141,13.78670162,51.164204,1,5.541229743,1,179.1151096,1,86.42874166,1,116.3601049,1,23.43827455,1,60.22259295,94.15276454,13.78670162,1,13.78670162,1,116.3601049,140.0402765,51.164204,162.5121544,68.7242612,1,13.78670162,42.39966635,1,1,33.50548141,33.50548141,94.15276454,148.378694,51.164204,28.1470448,13.78670162,1,68.7242612,60.22259295,94.15276454,13.78670162,1,5.541229743,5.541229743,124.4158723,86.42874166,264.5064347,33.50548141,42.39966635,51.164204,33.50548141,116.3601049,23.43827455,86.42874166,23.43827455,3
GSM1512481,9.931601525,1,46.42016206,79.66086749,96.71806482,79.66086749,1,29.61177312,46.42016206,1,29.61177312,29.61177312,9.931601525,46.42016206,169.0083413,29.61177312,1,79.66086749,46.42016206,62.4528122,9.931601525,144.7075786,9.931601525,46.42016206,115.2018589,131.2249762,29.61177312,9.931601525,29.61177312,29.61177312,1,79.66086749,29.61177312,1,1.096520496,29.61177312,1,96.71806482,9.931601525,29.61177312,1,79.66086749,115.2018589,29.61177312,29.61177312,62.4528122,29.61177312,9.931601525,62.4528122,1,115.2018589,29.61177312,79.66086749,62.4528122,156.0831745,9.931601525,29.61177312,62.4528122,115.2018589,144.7075786,46.42016206,29.61177312,1,62.4528122,115.2018589,96.71806482,96.71806482,96.71806482,46.42016206,29.61177312,1,46.42016206,1,1,1,9.931601525,96.71806482,62.4528122,79.66086749,29.61177312,29.61177312,9.931601525,115.2018589,123.6017636,62.4528122,1,1,1,9.931601525,198.0960439,156.0831745,115.2018589,46.42016206,9.931601525,9.931601525,46.42016206,131.2249762,62.4528122,96.71806482,62.4528122,3
GSM1512493,1,46.42016206,46.42016206,1,46.42016206,1,1,35.164204,22.3014776,1,1,46.42016206,1,7.474022879,126.8753575,22.3014776,1,126.8753575,7.474022879,1,87.33293613,22.3014776,7.474022879,32.02216397,112.7857483,7.474022879,1,1,1,139.03551,1,71.95376549,71.95376549,1,22.3014776,61.35224023,1,46.42016206,1,1,1,71.95376549,275.2557197,22.3014776,22.3014776,46.42016206,7.474022879,1,1,35.164204,1,1,46.42016206,22.3014776,147.2969495,22.3014776,1,7.474022879,71.95376549,216.8524786,112.7857483,1,7.474022879,46.42016206,259.5993804,166.4754528,99.63798856,99.63798856,22.3014776,1,71.95376549,22.3014776,1,7.474022879,57.90252622,1,147.2969495,147.2969495,99.63798856,71.95376549,1,22.3014776,1,191.2538132,71.95376549,22.3014776,1,46.42016206,22.3014776,147.2969495,46.42016206,191.2538132,1,71.95376549,61.35224023,7.474022879,87.33293613,46.42016206,46.42016206,1,3
GSM1512502,36.4635367,1,36.4635367,83.35009533,36.4635367,1,10.66754051,36.4635367,22.69041945,1,1,48.46258341,1,112.5664919,59.36630124,36.4635367,1,36.4635367,1,1,94.99737846,22.69041945,22.69041945,22.69041945,59.36630124,71.81625357,1,10.66754051,48.46258341,71.81625357,1,71.81625357,124.6689704,1,1,102.9204004,133.1908961,1,10.66754051,1,1,102.9204004,223.6699237,48.46258341,1,10.66754051,59.36630124,59.36630124,10.66754051,1,203.1317922,1,48.46258341,22.69041945,166.4754528,10.66754051,83.35009533,1,94.99737846,223.6699237,71.81625357,1,112.5664919,10.66754051,124.6689704,154.857245,112.5664919,112.5664919,124.6689704,1,36.4635367,48.46258341,1,10.66754051,22.69041945,1,266.1622974,142.5092946,36.4635367,94.99737846,1,1,1,94.99737846,142.5092946,83.35009533,71.81625357,10.66754051,10.66754051,59.36630124,106.9907054,289.164204,59.36630124,44.63989514,59.36630124,1,154.857245,59.36630124,154.857245,1,3
GSM1512503,19.58651096,53.89823642,53.89823642,77.60319352,19.58651096,19.58651096,7.197569113,19.58651096,1,1,7.197569113,65.29051478,1,65.29051478,88.73999047,1,1,19.58651096,1,1,53.89823642,53.89823642,1,7.197569113,42.55409914,53.89823642,19.58651096,42.55409914,1,110.2094852,1,144.7075786,42.55409914,1,1,88.73999047,1,1,1,1,1,88.73999047,144.7075786,1,1,42.55409914,7.197569113,1,7.197569113,1,176.0235939,19.58651096,42.55409914,19.58651096,176.0235939,31.49523356,65.29051478,1,31.49523356,330.5846044,77.60319352,1,31.49523356,42.55409914,155.2519066,155.2519066,100.5798379,155.2519066,88.73999047,7.197569113,42.55409914,42.55409914,1,1,7.197569113,1,118.0612488,65.29051478,88.73999047,42.55409914,1,1,19.58651096,88.73999047,100.5798379,19.58651096,7.197569113,1,42.55409914,65.29051478,77.60319352,100.5798379,1,1,53.89823642,1,166.4754528,42.55409914,206.9459009,7.197569113,3
GSM1512510,42.87821735,88.04599619,1,107.4418494,42.87821735,88.04599619,42.87821735,42.87821735,57.23474738,42.87821735,11.98975214,27.66372736,27.66372736,71.95376549,88.04599619,57.23474738,1,120.9030029,1,11.98975214,11.98975214,1,1,1,71.95376549,57.23474738,42.87821735,1,1,1,42.87821735,88.04599619,1,1,1,71.95376549,1,1,1,27.66372736,1,1,107.4418494,1,57.23474738,1,11.98975214,27.66372736,88.04599619,120.9030029,42.87821735,1,120.9030029,27.66372736,88.04599619,88.04599619,27.66372736,38.57316492,1,133.1908961,1,27.66372736,1,1,57.23474738,133.1908961,147.2969495,133.1908961,1,1,1,42.87821735,27.66372736,27.66372736,1,42.87821735,88.04599619,57.23474738,57.23474738,1,27.66372736,11.98975214,71.95376549,88.04599619,88.04599619,42.87821735,1,57.23474738,147.2969495,177.1384652,57.23474738,88.04599619,42.87821735,88.04599619,42.87821735,1,42.87821735,107.4418494,57.23474738,11.98975214,1
GSM1512511,63.57983794,1,25.30433746,91.56601525,7.693279314,43.71377502,127.6448999,55.84103908,55.84103908,1,25.30433746,1,12.45591039,31.67874166,127.6448999,12.45591039,1,111.6422784,55.84103908,31.67874166,18.45114395,81.34628217,81.34628217,18.45114395,1,81.34628217,91.56601525,12.45591039,12.45591039,43.71377502,1,91.56601525,1,1,91.56601525,72.26668255,18.45114395,43.71377502,25.30433746,49.74285033,10.66754051,55.84103908,18.45114395,1,7.693279314,1,1,31.67874166,102.3691611,102.3691611,91.56601525,55.84103908,91.56601525,49.74285033,111.6422784,72.26668255,66.36534795,12.45591039,25.30433746,81.34628217,7.693279314,25.30433746,43.71377502,7.693279314,55.84103908,72.26668255,102.3691611,55.84103908,1,91.56601525,25.30433746,55.84103908,1,10.66754051,1,37.37964728,3.113679695,43.71377502,1,55.84103908,55.84103908,1,31.67874166,111.6422784,72.26668255,63.57983794,127.6448999,121.6968541,111.6422784,184.1866063,55.84103908,63.57983794,91.56601525,55.84103908,43.71377502,1,1,102.3691611,111.6422784,31.67874166,1
GSM1512512,43.38203051,1,29.89394662,50.20638704,1,160.6258341,96.51954242,36.37583413,87.58079123,1,1,1,22.59699714,43.38203051,87.58079123,1,1,36.37583413,29.89394662,1,36.37583413,143.9192088,64.35605338,7.693279314,1,96.51954242,123.6017636,29.89394662,64.35605338,56.81148713,7.693279314,1,50.20638704,1,14.77859867,56.81148713,1,29.89394662,1,50.20638704,36.37583413,14.77859867,36.37583413,50.20638704,1,79.25476644,36.37583413,87.58079123,170.0259771,36.37583413,87.58079123,87.58079123,43.38203051,1,7.693279314,133.4949952,22.59699714,50.20638704,1,50.20638704,1,22.59699714,64.35605338,1,22.59699714,143.9192088,133.4949952,123.6017636,36.37583413,143.9192088,64.35605338,22.59699714,1,43.38203051,1,1,1,79.25476644,1,1,14.77859867,72.17897998,36.37583413,87.58079123,113.7476168,72.17897998,87.58079123,123.6017636,113.7476168,202.371306,104.8641563,36.37583413,36.37583413,1,79.25476644,1,1,64.35605338,43.38203051,64.35605338,1
GSM1512513,29.14227836,1,61.63989514,115.3965682,11.98975214,128.4878456,21.392755,21.392755,1,1,1,86.72664442,106.6470448,61.63989514,115.3965682,11.98975214,1,46.22020972,11.98975214,1,70.38894185,169.0083413,115.3965682,1,61.63989514,37.37964728,95.98212583,21.392755,1,46.22020972,1,29.14227836,29.14227836,2.667540515,46.22020972,115.3965682,1,1,21.392755,2.667540515,1,115.3965682,162.5121544,21.392755,1,46.22020972,11.98975214,1,70.38894185,78.81053384,11.98975214,61.63989514,46.22020972,1,128.4878456,11.98975214,11.98975214,11.98975214,61.63989514,162.5121544,11.98975214,37.37964728,1,21.392755,86.72664442,251.0748332,95.98212583,208.82102,136.1746902,1,1,46.22020972,1,61.63989514,37.37964728,70.38894185,37.37964728,104.4616301,61.63989514,1,1,46.22020972,95.98212583,11.98975214,70.38894185,1,37.37964728,78.81053384,1,70.38894185,128.4878456,152.0505243,61.63989514,21.392755,29.14227836,1,95.98212583,1,115.3965682,11.98975214,1
GSM1512514,38.22616778,45.17945663,26.85915157,86.15085796,1,254.4806959,238.556959,58.7113918,112.7857483,4.984985701,56.12559581,1,56.12559581,12.65228789,80.40061964,30.68755958,4.984985701,53.80100095,1,35.97163966,20.31482364,194.2168732,108.1880362,56.12559581,18.19947569,45.17945663,108.1880362,1,15.64847474,30.68755958,1,122.7054337,1,1,69.42993327,72.58674929,8.397759771,45.17945663,10.53789323,138.6792183,72.58674929,1,1,12.65228789,1,101.2409438,33.3529552,69.42993327,122.7054337,30.68755958,69.42993327,66.36534795,66.36534795,15.64847474,43.49285033,112.7857483,72.58674929,26.85915157,18.19947569,45.17945663,6.461630124,18.19947569,1,12.65228789,1.413012393,132.9176597,232.1043851,162.0412297,38.22616778,417.4251668,47.50548141,41.18422307,1,117.2607245,1,101.2409438,33.3529552,1,1,41.18422307,101.2409438,1,12.65228789,117.2607245,97.80219256,72.58674929,152.0505243,367.2967112,271.5741182,1,1,72.58674929,132.9176597,1.413012393,94.15276454,1,1,76.55600572,45.17945663,58.7113918,1
GSM1512515,121.9416111,29.79480458,13.05838894,127.8815539,1,127.8815539,154.4206387,68.7242612,52.23951382,1,87.88965682,1,52.23951382,1,111.6422784,15.88870353,1,9.931601525,19.04837941,1,31.23188751,56.91444233,72.58674929,9.931601525,11.80004766,37.79194471,52.23951382,1,52.23951382,47.11272641,35.164204,146.5607722,15.88870353,1,40.38060057,68.7242612,37.79194471,1,47.11272641,159.6720686,79.53122021,15.88870353,1,61.08698761,1,117.4668732,47.11272641,29.79480458,117.4668732,21.98593899,107.6280982,66.59032412,15.88870353,35.164204,72.58674929,66.59032412,27.12607245,6.656101049,20.11653956,35.164204,1,15.88870353,29.79480458,104.4616301,68.7242612,134.6663489,234.6558627,172.9101525,29.79480458,193.457817,1,66.59032412,9.931601525,54.71043851,1,111.6422784,18.55981888,20.11653956,1,1,4.269065777,1,1,97.49165872,146.5607722,29.79480458,241.0765014,132.0445663,330.5846044,56.91444233,1,74.53265014,70.50166826,1,90.34771211,1,1,29.79480458,66.59032412,35.164204,1
GSM1512516,19.39537655,35.164204,1,19.39537655,4.482602479,87.18612965,77.8948999,35.164204,51.164204,1,1,58.89346997,4.482602479,35.164204,58.89346997,1,1,77.8948999,35.164204,1,1,19.39537655,27.45781697,19.39537655,27.45781697,77.8948999,27.45781697,124.1627741,27.45781697,103.5402765,19.39537655,94.82745472,1,67.35915157,158.2318875,204.1029552,11.35438513,1,124.1627741,19.39537655,51.164204,19.39537655,58.89346997,35.164204,11.35438513,87.18612965,35.164204,87.18612965,94.82745472,182.2590562,51.164204,58.89346997,94.82745472,19.39537655,35.164204,77.8948999,42.87821735,42.87821735,35.164204,77.8948999,35.164204,51.164204,51.164204,51.164204,87.18612965,279.0104862,295.3722593,347.221878,19.39537655,42.87821735,1,35.164204,11.35438513,19.39537655,1,11.35438513,1,58.89346997,19.39537655,124.1627741,1,1,1,87.18612965,144.3133937,51.164204,4.482602479,103.5402765,67.35915157,42.87821735,35.164204,219.3119638,67.35915157,154.4206387,219.3119638,1,19.39537655,1,51.164204,1,1
GSM1512520,72.26668255,6.942087703,41.52931363,89.5107245,1,1,25.30433746,1,6.942087703,1,1,72.26668255,1,25.30433746,41.52931363,6.942087703,1,25.30433746,1,6.942087703,41.52931363,1,6.942087703,1,57.01739752,106.2542898,6.942087703,1,6.942087703,106.2542898,1,89.5107245,6.942087703,1,1,106.2542898,6.942087703,1,1,1,1,149.9225453,237.2642993,6.942087703,25.30433746,25.30433746,41.52931363,6.942087703,1,1,6.942087703,6.942087703,72.26668255,6.942087703,338.5512393,25.30433746,57.01739752,6.942087703,127.4082459,338.5512393,57.01739752,1,6.942087703,41.52931363,106.2542898,210.7171115,41.52931363,177.7790753,89.5107245,6.942087703,57.01739752,41.52931363,6.942087703,6.942087703,57.01739752,1,177.7790753,210.7171115,237.2642993,72.26668255,1,1,6.942087703,127.4082459,41.52931363,6.942087703,72.26668255,1,41.52931363,1,1,338.5512393,6.942087703,25.30433746,57.01739752,6.942087703,388.7623928,25.30433746,106.2542898,1,3
GSM1512521,18.32530982,34.14180172,70.88918017,1,80.80529075,1,1,6.656101049,1,1,1,102.5505243,1,123.6017636,30.53122021,1,1,23.07793136,1,1,80.80529075,1,1,1,66.86725453,13.61892278,1,1,13.61892278,111.1768351,1,153.9840324,1,1,1,498.4080076,1,1,1,13.61892278,1,150.8343661,195.7228313,1,1,6.656101049,23.07793136,1,1,10.32816969,1,1,94.82745472,23.07793136,215.9218303,1,1,1,156.5197807,313.4006196,147.2969495,1,1,1,534.2435653,631.9945186,94.82745472,631.9945186,208.82102,6.656101049,1,77.60319352,1,1,23.07793136,1,94.82745472,243.8186368,139.03551,139.03551,1,1,1,77.60319352,37.37964728,1,1,1,40.74285033,1,1,349.9230219,1,52.63989514,13.61892278,1,752.5685176,1,159.6720686,1,3
GSM1512522,43.82387989,16.44447092,104.0486177,1,40.28145853,9.145138227,1,5.316253575,1,27.12607245,1,142.8829838,1,90.14370829,5.316253575,1,1,1,1,1,65.17087703,5.316253575,1,1,57.99404194,27.12607245,5.316253575,1,23.20567207,73.21234509,1,113.5302669,1,1,1,259.5993804,1,1,1,9.145138227,1,137.9506673,259.5993804,1,1,19.32102002,23.20567207,1,1,1,1.413012393,1,113.5302669,11.26096282,223.6699237,1,27.12607245,1,150.3784557,295.3722593,108.8000477,1,1,1,388.7623928,1709.627502,98.27287893,432.778122,587.022164,5.316253575,1,77.34199237,1,5.316253575,30.14942803,30.14942803,129.1165396,315.8877502,98.27287893,108.8000477,1,1,1,98.27287893,40.28145853,1,1,30.14942803,108.8000477,23.20567207,1.413012393,790.8204242,30.14942803,60.95686368,9.145138227,1,388.7623928,1,133.7990944,1,3
GSM1512523,1.527407054,1.527407054,80.664204,1,69.1093899,1,1,1.527407054,1,1,1,101.2409438,1,106.4506673,26.85915157,1.527407054,1,19.68755958,1,1,57.4978551,1,1,1,44.74666349,11.16754051,1,1,16.12035272,101.2409438,1,132.3444948,1,1,1,402.6530029,6.007864633,1,1,1.527407054,1,150.3784557,201.6108198,6.007864633,1,16.12035272,26.85915157,1,1,1,1,1,80.664204,1,162.5121544,6.007864633,1,1,113.7476168,185.5381316,113.7476168,1,1,1,221.6956625,562.8549809,77.08245949,341.2619161,234.6558627,1,1,69.1093899,1,1.527407054,26.85915157,1,154.4206387,277.1594376,118.2747855,92.36344137,1,1,1,95.51596759,11.16754051,1,1,6.007864633,23.20567207,41.87440419,6.007864633,599.2515491,1.527407054,30.35962822,11.16754051,1,484.0035748,1.527407054,162.5121544,1,1
GSM1512524,22.40252622,22.40252622,76.26239276,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,129.3677312,22.40252622,92.36344137,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,116.5927073,22.40252622,322.9220686,22.40252622,22.40252622,22.40252622,121.9416111,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,99.21854147,162.5121544,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,150.3784557,22.40252622,22.40252622,22.40252622,86.88298379,137.578408,83.97378456,22.40252622,22.40252622,22.40252622,352.6241659,283.0533842,89.64609152,273.3520019,180.9663966,22.40252622,22.40252622,78.94399428,22.40252622,22.40252622,22.40252622,22.40252622,89.64609152,245.2774071,139.03551,22.40252622,22.40252622,22.40252622,22.40252622,83.97378456,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,22.40252622,293.3458055,22.40252622,22.40252622,22.40252622,22.40252622,185.5381316,22.40252622,95.98212583,22.40252622,1
GSM1512528,5.92778837,1,32.42826501,19.39537655,19.39537655,32.42826501,123.6017636,52.76382269,1,1,1,42.80958055,1,64.13107722,5.92778837,19.39537655,1,52.76382269,42.80958055,1,64.13107722,42.80958055,134.6663489,1,32.42826501,1,52.76382269,42.80958055,52.76382269,32.42826501,1,64.13107722,109.2061487,1,19.39537655,123.6017636,1,1,19.39537655,64.13107722,76.41491897,52.76382269,115.5912774,1,64.13107722,19.39537655,64.13107722,1,5.92778837,1,42.80958055,19.39537655,64.13107722,1,86.28979981,64.13107722,42.80958055,5.92778837,86.28979981,123.6017636,5.92778837,19.39537655,1,32.42826501,102.3691611,76.41491897,86.28979981,134.6663489,134.6663489,19.39537655,143.256673,19.39537655,1,1,5.92778837,32.42826501,76.41491897,143.256673,64.13107722,5.92778837,1,1,19.39537655,109.2061487,95.82530982,1,1,19.39537655,1,170.0259771,109.2061487,154.4206387,42.80958055,1,42.80958055,1,123.6017636,1,42.80958055,64.13107722,3
GSM1512529,35.25762631,12.74952336,24.00309819,74.53265014,64.93398475,1,35.25762631,1,46.42016206,1,1,119.4158723,1,109.7785987,1,46.42016206,1,55.75905624,2.053622498,1,35.25762631,109.7785987,1,2.053622498,28.28622498,12.74952336,1,55.75905624,1,85.36820782,2.053622498,85.36820782,1,12.74952336,55.75905624,189.7457102,2.053622498,12.74952336,35.25762631,1,1,127.6448999,109.7785987,1,2.053622498,35.25762631,12.74952336,1,35.25762631,12.74952336,1,1,94.65753098,12.74952336,147.2969495,35.25762631,1,12.74952336,35.25762631,119.4158723,46.42016206,46.42016206,1,12.74952336,109.7785987,147.2969495,35.25762631,109.7785987,160.6258341,1,1,74.53265014,1,1,24.00309819,2.053622498,64.93398475,154.4206387,74.53265014,24.00309819,1,35.25762631,12.74952336,74.53265014,101.9964252,1,1,50.94304099,12.74952336,165.5264538,46.42016206,180.3884652,1,1,12.74952336,1,197.2828885,12.74952336,127.6448999,46.42016206,3
GSM1512536,1,20.40252622,62.83245949,1,94.48236416,1,1,1,4.05171592,1,1,142.5092946,1,174.0750715,15.18303146,1,1,10.88703527,7.277645377,1,68.11415634,1,1,1,73.60533842,27.23856053,1,1,10.88703527,105.8048141,1,196.4697331,1,1,1,320.6704004,1,4.05171592,1,1,1,188.3272164,534.2435653,7.277645377,1,4.05171592,17.52740705,10.88703527,1,1,1,1,65.41015253,10.88703527,352.6241659,17.52740705,1,1,167.4821258,575.0875834,121.9416111,1,1,1,575.0875834,428.8666587,105.8048141,280.8615348,157.4196854,1,1,68.11415634,1,1,17.52740705,1,188.3272164,475.5993804,224.9911821,125.5855577,1,1,1,118.7535748,38.22616778,4.05171592,1,1,34.55600572,1,1,915.8710677,1,48.27383222,20.40252622,1,820.6070067,1,137.1608675,1,3
GSM1512537,1,1,77.22759771,1,75.94828408,1,1,1,1,1,1,113.0493327,1,199.8906101,22.95019066,1,1,11.26096282,1,1,57.68851287,1,1,1,41.10271687,55.4849857,1,1,18.45114395,79.25476644,1,168.0278837,1,1,1,181.6127264,1,15.64847474,1,1,1,174.6437083,456.9797426,7.35772164,1,1.958293613,18.45114395,11.26096282,1,1,1,1,70.38894185,18.45114395,355.6422784,9.346758818,1,21.04313632,88.20233556,333.2125834,142.8829838,1,1,1,233.3400858,551.0233556,49.64561487,717.3024309,266.1622974,1,1,90.98450906,1,1,21.04313632,1,341.2619161,661.2833651,224.9911821,138.3229266,1,1,1,119.8605815,11.26096282,7.35772164,1,1,4.711391802,1,7.35772164,1253.570543,15.64847474,47.21758818,15.64847474,1,1345.299094,1,85.86487131,1,3
GSM1512539,1,5.92778837,86.15085796,1,89.5107245,1,1,1,1,1,1,119.6382269,1,106.8188751,34.98117255,1,1,1,1,1,48.56363203,1,1,1,56.69709247,59.97878932,1,1,5.92778837,66.99880839,1,155.2519066,1,1,1,175.3336511,1,17.0107245,1,1,1,133.1908961,399.1719495,5.92778837,1,5.92778837,11.61320305,1,1,1,1,1,86.15085796,14.03836988,370.2752622,1,1,11.61320305,103.1089133,202.371306,113.0493327,1,1,1.838179218,238.556959,432.778122,41.42445186,556.5626787,238.556959,1,1,110.2094852,1,1,21.86010486,1,175.3336511,399.1719495,188.992612,168.0278837,1,1,14.03836988,94.15276454,21.86010486,3.443517636,1,1,1,1,5.92778837,631.9945186,11.61320305,51.34723546,14.03836988,1.838179218,581.0278837,1,122.4606768,1,3
GSM1512541,33.5664919,5.316253575,74.24237369,1,43.82387989,1,1,12.16563394,1,1,1,108.992612,1,88.54551954,36.04980934,1,1,27.23856053,1,1,49.32197331,1,1,1,88.54551954,23.20567207,23.20567207,1,5.316253575,88.54551954,1,152.0505243,1,1,1,112.3472355,1,1,1,1,1,95.36344137,202.371306,23.20567207,1,8.807673975,19.58651096,1,5.316253575,1,12.16563394,1,81.92588179,1,180.3884652,1,1,1,92.81911344,216.8524786,74.24237369,1,1,1,177.1384652,338.5512393,49.32197331,287.2047188,230.8686845,1,1,57.90252622,1,12.16563394,12.16563394,1,172.3138704,230.8686845,141.0903241,69.00047664,1,1,1,74.24237369,46.71091516,1,1,1,43.82387989,74.24237369,30.76382269,376.5131077,12.16563394,46.71091516,1,1,392.2266444,1,95.36344137,1,3
GSM1512582,53.80100095,35.35104862,1,62.36677788,70.75714967,1,1,35.35104862,1,1,16.36630124,120.9030029,1,120.9030029,53.80100095,1,1,120.9030029,62.36677788,16.36630124,8.262392755,35.35104862,1,1,35.35104862,70.75714967,1,16.36630124,16.36630124,98.64656816,16.36630124,168.5181125,1,1,1,141.0903241,1,1,35.35104862,1,1,120.9030029,159.6720686,35.35104862,1,25.53884652,8.262392755,1,1,25.53884652,1,1,25.53884652,1,197.2828885,62.36677788,1,16.36630124,35.35104862,209.7690658,70.75714967,1,1,8.262392755,197.2828885,141.0903241,79.10795996,141.0903241,120.9030029,45.08984747,1,79.10795996,1,1,8.262392755,1,70.75714967,132.0445663,132.0445663,53.80100095,1,25.53884652,16.36630124,35.35104862,70.75714967,70.75714967,1,35.35104862,53.80100095,120.9030029,22.11177312,159.6720686,1,1,1,1,234.6558627,1,159.6720686,1,3
GSM1512583,4.160390848,28.1470448,40.5407531,4.160390848,4.160390848,4.160390848,28.1470448,1,1,15.39871306,1,166.936368,1,156.9697331,28.1470448,1,1,102.9204004,64.4721163,1,4.160390848,64.4721163,1,1,52.23951382,75.03741659,1,4.160390848,1,94.99737846,1,132.9176597,28.1470448,1,28.1470448,132.9176597,1,4.160390848,4.160390848,1,1,156.9697331,209.7690658,52.23951382,15.39871306,15.39871306,4.160390848,4.160390848,28.1470448,1,4.160390848,11.70662536,28.1470448,1,156.9697331,52.23951382,28.1470448,1,94.99737846,132.9176597,28.1470448,1,1,1,132.9176597,132.9176597,75.03741659,132.9176597,132.9176597,1,1,75.03741659,40.5407531,4.160390848,102.9204004,1,40.5407531,156.9697331,52.23951382,75.03741659,1,1,40.5407531,28.1470448,52.23951382,4.160390848,1,1,75.03741659,94.99737846,1,193.457817,28.1470448,28.1470448,28.1470448,1,218.0822212,15.39871306,94.99737846,1,3
GSM1512585,29.89394662,29.89394662,29.89394662,58.80243089,29.89394662,1,1,29.89394662,5.541229743,12.84103908,1,68.89156339,1,85.86487131,48.18612965,1,1,48.18612965,29.89394662,1,29.89394662,85.86487131,1,1,48.18612965,48.18612965,1,5.541229743,20.75333651,159.1684938,1,133.4949952,3.229980934,1,1,168.5181125,1,1,20.75333651,5.541229743,1,149.9225453,149.9225453,29.89394662,1,29.89394662,12.84103908,1,1,1,1,1,20.75333651,12.84103908,252.7476168,48.18612965,1,1,41.18422307,193.457817,68.89156339,12.84103908,12.84103908,5.541229743,149.9225453,133.4949952,95.18040991,159.1684938,85.86487131,1,1,48.18612965,12.84103908,29.89394662,38.44161106,1,85.86487131,168.5181125,133.4949952,68.89156339,1,29.89394662,1,85.86487131,85.86487131,1,1,48.18612965,38.44161106,118.7535748,68.89156339,159.1684938,48.18612965,1,5.541229743,1,235.9716397,1,149.9225453,1,3
